attribute,spatialite,postgis,notes
METADATA_LAYER_NAME,resare,resare,Layer comparison between spatialite and postgis
METADATA_TOTAL_FEATURES,23,23,Total features in each format
METADATA_GEOMETRY_FEATURES,23,23,Features with non-null geometry
METADATA_TOTAL_COLUMNS,36,35,Total columns in each format
SEPARATOR_COLUMN_PRESENCE,---,---,Column presence analysis follows
COLUMN_agen,PRESENT,PRESENT,Column presence comparison
COLUMN_catrea,PRESENT,PRESENT,Column presence comparison
COLUMN_datend,PRESENT,PRESENT,Column presence comparison
COLUMN_datsta,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_dsnm,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_edtn,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_updn,PRESENT,PRESENT,Column presence comparison
COLUMN_ffpt_rind,PRESENT,PRESENT,Column presence comparison
COLUMN_fidn,PRESENT,PRESENT,Column presence comparison
COLUMN_fids,PRESENT,PRESENT,Column presence comparison
COLUMN_grup,PRESENT,PRESENT,Column presence comparison
COLUMN_inform,PRESENT,PRESENT,Column presence comparison
COLUMN_lnam,PRESENT,PRESENT,Column presence comparison
COLUMN_lnam_refs,PRESENT,PRESENT,Column presence comparison
COLUMN_ninfom,PRESENT,PRESENT,Column presence comparison
COLUMN_nobjnm,PRESENT,PRESENT,Column presence comparison
COLUMN_ntxtds,PRESENT,PRESENT,Column presence comparison
COLUMN_objl,PRESENT,PRESENT,Column presence comparison
COLUMN_objnam,PRESENT,PRESENT,Column presence comparison
COLUMN_ogc_fid,PRESENT,PRESENT,Column presence comparison
COLUMN_perend,PRESENT,PRESENT,Column presence comparison
COLUMN_persta,PRESENT,PRESENT,Column presence comparison
COLUMN_prim,PRESENT,PRESENT,Column presence comparison
COLUMN_rcid,PRESENT,PRESENT,Column presence comparison
COLUMN_recdat,PRESENT,PRESENT,Column presence comparison
COLUMN_recind,PRESENT,PRESENT,Column presence comparison
COLUMN_restrn,PRESENT,PRESENT,Column presence comparison
COLUMN_rver,PRESENT,PRESENT,Column presence comparison
COLUMN_scamax,PRESENT,PRESENT,Column presence comparison
COLUMN_scamin,PRESENT,PRESENT,Column presence comparison
COLUMN_sordat,PRESENT,PRESENT,Column presence comparison
COLUMN_sorind,PRESENT,PRESENT,Column presence comparison
COLUMN_status,PRESENT,PRESENT,Column presence comparison
COLUMN_txtdsc,PRESENT,PRESENT,Column presence comparison
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_agen,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_catrea,13/23 (56.5%),13/23 (56.5%),Values Match (56.5%)
PROP_COMPLETENESS_datend,0/23 (0.0%),0/23 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datsta,0/23 (0.0%),0/23 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_dsid_dsnm,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ffpt_rind,0/23 (0.0%),0/23 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_fidn,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_grup,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_inform,22/23 (95.7%),22/23 (95.7%),Values Match (95.7%)
PROP_COMPLETENESS_lnam,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,0/23 (0.0%),0/23 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ninfom,0/23 (0.0%),0/23 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/23 (0.0%),0/23 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/23 (0.0%),0/23 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,11/23 (47.8%),11/23 (47.8%),Values Match (47.8%)
PROP_COMPLETENESS_ogc_fid,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_perend,2/23 (8.7%),2/23 (8.7%),Values Match (8.7%)
PROP_COMPLETENESS_persta,2/23 (8.7%),2/23 (8.7%),Values Match (8.7%)
PROP_COMPLETENESS_prim,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/23 (0.0%),0/23 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/23 (0.0%),0/23 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_restrn,15/23 (65.2%),15/23 (65.2%),Values Match (65.2%)
PROP_COMPLETENESS_rver,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/23 (0.0%),0/23 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,23/23 (100.0%),23/23 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_status,2/23 (8.7%),2/23 (8.7%),Values Match (8.7%)
PROP_COMPLETENESS_txtdsc,10/23 (43.5%),10/23 (43.5%),Values Match (43.5%)
