attribute,gpkg,postgis,notes
METADATA_LAYER_NAME,uwtroc,uwtroc,Layer comparison between gpkg and postgis
METADATA_TOTAL_FEATURES,678,678,Total features in each format
METADATA_GEOMETRY_FEATURES,678,678,Features with non-null geometry
METADATA_TOTAL_COLUMNS,38,38,Total columns in each format
SEPARATOR_COLUMN_PRESENCE,---,---,Column presence analysis follows
COLUMN_agen,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_dsnm,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_edtn,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_updn,PRESENT,PRESENT,Column presence comparison
COLUMN_expsou,PRESENT,PRESENT,Column presence comparison
COLUMN_ffpt_rind,PRESENT,PRESENT,Column presence comparison
COLUMN_fidn,PRESENT,PRESENT,Column presence comparison
COLUMN_fids,PRESENT,PRESENT,Column presence comparison
COLUMN_grup,PRESENT,PRESENT,Column presence comparison
COLUMN_inform,PRESENT,PRESENT,Column presence comparison
COLUMN_lnam,PRESENT,PRESENT,Column presence comparison
COLUMN_lnam_refs,PRESENT,PRESENT,Column presence comparison
COLUMN_natqua,PRESENT,PRESENT,Column presence comparison
COLUMN_natsur,PRESENT,PRESENT,Column presence comparison
COLUMN_ninfom,PRESENT,PRESENT,Column presence comparison
COLUMN_nobjnm,PRESENT,PRESENT,Column presence comparison
COLUMN_ntxtds,PRESENT,PRESENT,Column presence comparison
COLUMN_objl,PRESENT,PRESENT,Column presence comparison
COLUMN_objnam,PRESENT,PRESENT,Column presence comparison
COLUMN_ogc_fid,PRESENT,PRESENT,Column presence comparison
COLUMN_prim,PRESENT,PRESENT,Column presence comparison
COLUMN_quasou,PRESENT,PRESENT,Column presence comparison
COLUMN_rcid,PRESENT,PRESENT,Column presence comparison
COLUMN_recdat,PRESENT,PRESENT,Column presence comparison
COLUMN_recind,PRESENT,PRESENT,Column presence comparison
COLUMN_rver,PRESENT,PRESENT,Column presence comparison
COLUMN_scamax,PRESENT,PRESENT,Column presence comparison
COLUMN_scamin,PRESENT,PRESENT,Column presence comparison
COLUMN_sordat,PRESENT,PRESENT,Column presence comparison
COLUMN_sorind,PRESENT,PRESENT,Column presence comparison
COLUMN_souacc,PRESENT,PRESENT,Column presence comparison
COLUMN_status,PRESENT,PRESENT,Column presence comparison
COLUMN_tecsou,PRESENT,PRESENT,Column presence comparison
COLUMN_txtdsc,PRESENT,PRESENT,Column presence comparison
COLUMN_valsou,PRESENT,PRESENT,Column presence comparison
COLUMN_verdat,PRESENT,PRESENT,Column presence comparison
COLUMN_watlev,PRESENT,PRESENT,Column presence comparison
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_agen,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_dsnm,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_expsou,101/678 (14.9%),101/678 (14.9%),Values Match (14.9%)
PROP_COMPLETENESS_ffpt_rind,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_fidn,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_grup,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_inform,6/678 (0.9%),6/678 (0.9%),Values Match (0.9%)
PROP_COMPLETENESS_lnam,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_natqua,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_natsur,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ninfom,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,2/678 (0.3%),2/678 (0.3%),Values Match (0.3%)
PROP_COMPLETENESS_ogc_fid,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_prim,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_quasou,669/678 (98.7%),669/678 (98.7%),Values Match (98.7%)
PROP_COMPLETENESS_rcid,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
