attribute,gpkg,spatialite,notes
PROP_COMPLETENESS_rcid,46/46 (100.0%),46/46 (100.0%),Property completeness comparison
PROP_COMPLETENESS_recdat,0/46 (0.0%),0/46 (0.0%),Property completeness comparison
PROP_COMPLETENESS_recind,0/46 (0.0%),0/46 (0.0%),Property completeness comparison
PROP_COMPLETENESS_rver,46/46 (100.0%),46/46 (100.0%),Property completeness comparison
PROP_COMPLETENESS_scamax,0/46 (0.0%),0/46 (0.0%),Property completeness comparison
PROP_COMPLETENESS_scamin,46/46 (100.0%),46/46 (100.0%),Property completeness comparison
PROP_COMPLETENESS_sigfrq,0/46 (0.0%),0/46 (0.0%),Property completeness comparison
PROP_COMPLETENESS_siggen,11/46 (23.9%),11/46 (23.9%),Property completeness comparison
PROP_COMPLETENESS_siggrp,16/46 (34.8%),16/46 (34.8%),Property completeness comparison
PROP_COMPLETENESS_sigper,16/46 (34.8%),16/46 (34.8%),Property completeness comparison
PROP_COMPLETENESS_sigseq,16/46 (34.8%),16/46 (34.8%),Property completeness comparison
PROP_COMPLETENESS_sordat,46/46 (100.0%),46/46 (100.0%),Property completeness comparison
PROP_COMPLETENESS_sorind,46/46 (100.0%),46/46 (100.0%),Property completeness comparison
PROP_COMPLETENESS_status,0/46 (0.0%),0/46 (0.0%),Property completeness comparison
PROP_COMPLETENESS_txtdsc,0/46 (0.0%),0/46 (0.0%),Property completeness comparison
PROP_COMPLETENESS_valmxr,0/46 (0.0%),0/46 (0.0%),Property completeness comparison
