attribute,gpkg,spatialite,notes
METADATA_LAYER_NAME,mipare,mipare,Layer comparison between gpkg and spatialite
METADATA_TOTAL_FEATURES,11,11,Total features in each format
METADATA_TOTAL_COLUMNS,34,29,Total columns in each format
SEPARATOR_COLUMN_PRESENCE,--- COLUMN PRESENCE ---,--- COLUMN PRESENCE ---,Which columns exist in each format
COLUMN_PRESENT_agen,YES,YES,Column agen presence
COLUMN_PRESENT_catmpa,YES,NO,Column catmpa presence
COLUMN_PRESENT_datend,YES,YES,Column datend presence
COLUMN_PRESENT_datsta,YES,YES,Column datsta presence
COLUMN_PRESENT_dsid_dsnm,YES,YES,Column dsid_dsnm presence
COLUMN_PRESENT_dsid_edtn,YES,YES,Column dsid_edtn presence
COLUMN_PRESENT_dsid_updn,YES,YES,Column dsid_updn presence
COLUMN_PRESENT_ffpt_rind,YES,NO,Column ffpt_rind presence
COLUMN_PRESENT_fidn,YES,YES,Column fidn presence
COLUMN_PRESENT_fids,YES,YES,Column fids presence
COLUMN_PRESENT_grup,YES,YES,Column grup presence
COLUMN_PRESENT_inform,YES,YES,Column inform presence
COLUMN_PRESENT_lnam,YES,YES,Column lnam presence
COLUMN_PRESENT_lnam_refs,YES,NO,Column lnam_refs presence
COLUMN_PRESENT_ninfom,YES,YES,Column ninfom presence
COLUMN_PRESENT_nobjnm,YES,YES,Column nobjnm presence
COLUMN_PRESENT_ntxtds,YES,YES,Column ntxtds presence
COLUMN_PRESENT_objl,YES,YES,Column objl presence
COLUMN_PRESENT_objnam,YES,YES,Column objnam presence
COLUMN_PRESENT_perend,YES,YES,Column perend presence
COLUMN_PRESENT_persta,YES,YES,Column persta presence
COLUMN_PRESENT_prim,YES,YES,Column prim presence
COLUMN_PRESENT_rcid,YES,YES,Column rcid presence
COLUMN_PRESENT_recdat,YES,YES,Column recdat presence
COLUMN_PRESENT_recind,YES,YES,Column recind presence
COLUMN_PRESENT_restrn,YES,NO,Column restrn presence
COLUMN_PRESENT_rver,YES,YES,Column rver presence
COLUMN_PRESENT_scamax,YES,YES,Column scamax presence
COLUMN_PRESENT_scamin,YES,YES,Column scamin presence
COLUMN_PRESENT_sordat,YES,YES,Column sordat presence
COLUMN_PRESENT_sorind,YES,YES,Column sorind presence
COLUMN_PRESENT_status,YES,NO,Column status presence
COLUMN_PRESENT_txtdsc,YES,YES,Column txtdsc presence
SEPARATOR_DATA_TYPES,--- DATA TYPES ---,--- DATA TYPES ---,Data types for each column
DATATYPE_agen,int32,int32,Data type for agen
DATATYPE_datend,object,object,Data type for datend
DATATYPE_datsta,object,object,Data type for datsta
DATATYPE_dsid_dsnm,object,object,Data type for dsid_dsnm
DATATYPE_dsid_edtn,int32,int32,Data type for dsid_edtn
DATATYPE_dsid_updn,int32,int32,Data type for dsid_updn
DATATYPE_fidn,int32,int32,Data type for fidn
DATATYPE_fids,int32,int32,Data type for fids
DATATYPE_grup,int32,int32,Data type for grup
DATATYPE_inform,object,object,Data type for inform
DATATYPE_lnam,object,object,Data type for lnam
DATATYPE_ninfom,object,object,Data type for ninfom
DATATYPE_nobjnm,object,object,Data type for nobjnm
DATATYPE_ntxtds,object,object,Data type for ntxtds
DATATYPE_objl,int32,int32,Data type for objl
DATATYPE_objnam,object,object,Data type for objnam
DATATYPE_perend,object,object,Data type for perend
DATATYPE_persta,object,object,Data type for persta
DATATYPE_prim,int32,int32,Data type for prim
DATATYPE_rcid,int32,int32,Data type for rcid
DATATYPE_recdat,object,object,Data type for recdat
DATATYPE_recind,object,object,Data type for recind
DATATYPE_rver,int32,int32,Data type for rver
DATATYPE_scamax,float64,float64,Data type for scamax
DATATYPE_scamin,int32,int32,Data type for scamin
DATATYPE_sordat,object,object,Data type for sordat
DATATYPE_sorind,object,object,Data type for sorind
DATATYPE_txtdsc,object,object,Data type for txtdsc
SEPARATOR_FEATURE_SAMPLES,--- FEATURE SAMPLES (10) ---,--- FEATURE SAMPLES (10) ---,Sample of 10 features from each format
SAMPLE_FEATURE_1_SEPARATOR,--- FEATURE 1 ---,--- FEATURE 1 ---,Feature 1 sample
SAMPLE_F1_agen,550,550,Feature 1 - agen
SAMPLE_F1_datend,None,None,Feature 1 - datend
SAMPLE_F1_datsta,None,None,Feature 1 - datsta
SAMPLE_F1_dsid_dsnm,US3CA52M,US3CA52M,Feature 1 - dsid_dsnm
SAMPLE_F1_dsid_edtn,31,31,Feature 1 - dsid_edtn
SAMPLE_F1_dsid_updn,0,0,Feature 1 - dsid_updn
SAMPLE_F1_fidn,133672763,133672763,Feature 1 - fidn
SAMPLE_F1_fids,1764,1764,Feature 1 - fids
SAMPLE_F1_geometry,"POLYGON ((-121.9471999 36.8545671, -121.912808 36....","POLYGON ((-121.9471999 36.8545671, -121.912808 36....",Feature 1 - geometry
SAMPLE_F1_grup,2,2,Feature 1 - grup
SAMPLE_F1_inform,"Naval operating area, 33 CFR 334.1150","Naval operating area, 33 CFR 334.1150",Feature 1 - inform
SAMPLE_F1_lnam,022607F7AF3B06E4,022607F7AF3B06E4,Feature 1 - lnam
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_nobjnm,None,None,Feature 1 - nobjnm
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,83,83,Feature 1 - objl
SAMPLE_F1_objnam,None,None,Feature 1 - objnam
SAMPLE_F1_perend,None,None,Feature 1 - perend
SAMPLE_F1_persta,None,None,Feature 1 - persta
SAMPLE_F1_prim,3,3,Feature 1 - prim
SAMPLE_F1_rcid,825,825,Feature 1 - rcid
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,1,1,Feature 1 - rver
SAMPLE_F1_scamax,nan,nan,Feature 1 - scamax
SAMPLE_F1_scamin,499999,499999,Feature 1 - scamin
SAMPLE_F1_sordat,201305,201305,Feature 1 - sordat
SAMPLE_F1_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 1 - sorind
SAMPLE_F1_txtdsc,US3CA52B.TXT,US3CA52B.TXT,Feature 1 - txtdsc
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550,Feature 2 - agen
SAMPLE_F2_datend,None,None,Feature 2 - datend
SAMPLE_F2_datsta,None,None,Feature 2 - datsta
SAMPLE_F2_dsid_dsnm,US2WC12M,US2WC12M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,27,27,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,8,8,Feature 2 - dsid_updn
SAMPLE_F2_fidn,29327621,29327621,Feature 2 - fidn
SAMPLE_F2_fids,50,50,Feature 2 - fids
SAMPLE_F2_geometry,"POLYGON ((-128.0833333 45.8318424, -128.0833333 45...","POLYGON ((-128.0833333 45.8318424, -128.0833333 45...",Feature 2 - geometry
SAMPLE_F2_grup,2,2,Feature 2 - grup
SAMPLE_F2_inform,"Naval operating areas, Mariners should use caution as naval craft may be maneuvering within the a...","Naval operating areas, Mariners should use caution as naval craft may be maneuvering within the a...",Feature 2 - inform
SAMPLE_F2_lnam,022601BF81050032,022601BF81050032,Feature 2 - lnam
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_nobjnm,None,None,Feature 2 - nobjnm
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,83,83,Feature 2 - objl
SAMPLE_F2_objnam,W-237J,W-237J,Feature 2 - objnam
SAMPLE_F2_perend,None,None,Feature 2 - perend
SAMPLE_F2_persta,None,None,Feature 2 - persta
SAMPLE_F2_prim,3,3,Feature 2 - prim
SAMPLE_F2_rcid,270,270,Feature 2 - rcid
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1,Feature 2 - rver
SAMPLE_F2_scamax,nan,nan,Feature 2 - scamax
SAMPLE_F2_scamin,4999999,4999999,Feature 2 - scamin
SAMPLE_F2_sordat,20110623,20110623,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,reprt,L-770/11","US,US,reprt,L-770/11",Feature 2 - sorind
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550,Feature 3 - agen
SAMPLE_F3_datend,None,None,Feature 3 - datend
SAMPLE_F3_datsta,None,None,Feature 3 - datsta
SAMPLE_F3_dsid_dsnm,US2WC12M,US2WC12M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,27,27,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,8,8,Feature 3 - dsid_updn
SAMPLE_F3_fidn,29327627,29327627,Feature 3 - fidn
SAMPLE_F3_fids,50,50,Feature 3 - fids
SAMPLE_F3_geometry,"POLYGON ((-129 47, -128.4921222 47, -128.3451106 4...","POLYGON ((-129 47, -128.4921222 47, -128.3451106 4...",Feature 3 - geometry
SAMPLE_F3_grup,2,2,Feature 3 - grup
SAMPLE_F3_inform,"Naval operating areas, Mariners should use caution as naval craft may be maneuvering within the a...","Naval operating areas, Mariners should use caution as naval craft may be maneuvering within the a...",Feature 3 - inform
SAMPLE_F3_lnam,022601BF810B0032,022601BF810B0032,Feature 3 - lnam
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,83,83,Feature 3 - objl
SAMPLE_F3_objnam,W-237H,W-237H,Feature 3 - objnam
SAMPLE_F3_perend,None,None,Feature 3 - perend
SAMPLE_F3_persta,None,None,Feature 3 - persta
SAMPLE_F3_prim,3,3,Feature 3 - prim
SAMPLE_F3_rcid,271,271,Feature 3 - rcid
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,3,3,Feature 3 - rver
SAMPLE_F3_scamax,nan,nan,Feature 3 - scamax
SAMPLE_F3_scamin,4999999,4999999,Feature 3 - scamin
SAMPLE_F3_sordat,20110623,20110623,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,reprt,L-770/11","US,US,reprt,L-770/11",Feature 3 - sorind
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550,Feature 4 - agen
SAMPLE_F4_datend,None,None,Feature 4 - datend
SAMPLE_F4_datsta,None,None,Feature 4 - datsta
SAMPLE_F4_dsid_dsnm,US4CA60M,US4CA60M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,37,37,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,6,6,Feature 4 - dsid_updn
SAMPLE_F4_fidn,274900812,274900812,Feature 4 - fidn
SAMPLE_F4_fids,4121,4121,Feature 4 - fids
SAMPLE_F4_geometry,"POLYGON ((-117.634225 33.3457587, -117.634225 33.3...","POLYGON ((-117.634225 33.3457587, -117.634225 33.3...",Feature 4 - geometry
SAMPLE_F4_grup,2,2,Feature 4 - grup
SAMPLE_F4_inform,Mariners are cautioned against possible hazards due to military training activities.  Normal hour...,Mariners are cautioned against possible hazards due to military training activities.  Normal hour...,Feature 4 - inform
SAMPLE_F4_lnam,02261062A74C1019,02261062A74C1019,Feature 4 - lnam
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,83,83,Feature 4 - objl
SAMPLE_F4_objnam,None,None,Feature 4 - objnam
SAMPLE_F4_perend,None,None,Feature 4 - perend
SAMPLE_F4_persta,None,None,Feature 4 - persta
SAMPLE_F4_prim,3,3,Feature 4 - prim
SAMPLE_F4_rcid,2037,2037,Feature 4 - rcid
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1,Feature 4 - rver
SAMPLE_F4_scamax,nan,nan,Feature 4 - scamax
SAMPLE_F4_scamin,179999,179999,Feature 4 - scamin
SAMPLE_F4_sordat,200311,200311,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 4 - sorind
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550,Feature 5 - agen
SAMPLE_F5_datend,None,None,Feature 5 - datend
SAMPLE_F5_datsta,None,None,Feature 5 - datsta
SAMPLE_F5_dsid_dsnm,US4CA60M,US4CA60M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,37,37,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,6,6,Feature 5 - dsid_updn
SAMPLE_F5_fidn,1299468304,1299468304,Feature 5 - fidn
SAMPLE_F5_fids,1,1,Feature 5 - fids
