attribute,spatialite,postgis,notes
COLUMN_scamin,PRESENT,PRESENT,Column presence comparison
COLUMN_sordat,PRESENT,PRESENT,Column presence comparison
COLUMN_sorind,PRESENT,PRESENT,Column presence comparison
COLUMN_souacc,PRESENT,PRESENT,Column presence comparison
COLUMN_status,PRESENT,PRESENT,Column presence comparison
COLUMN_tecsou,PRESENT,PRESENT,Column presence comparison
COLUMN_txtdsc,PRESENT,PRESENT,Column presence comparison
COLUMN_verdat,PRESENT,PRESENT,Column presence comparison
COLUMN_wkb_geometry,MISSING,PRESENT,Column presence comparison
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_agen,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_depth,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_dsnm,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_expsou,26/10592 (0.2%),26/10592 (0.2%),Values Match (0.2%)
PROP_COMPLETENESS_ffpt_rind,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_fidn,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_geometry,10592/10592 (100.0%),N/A,Property completeness comparison
PROP_COMPLETENESS_grup,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_inform,81/10592 (0.8%),81/10592 (0.8%),Values Match (0.8%)
PROP_COMPLETENESS_lnam,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ninfom,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ogc_fid,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_prim,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_quasou,13/10592 (0.1%),13/10592 (0.1%),Values Match (0.1%)
PROP_COMPLETENESS_rcid,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,10592/10592 (100.0%),10592/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,10591/10592 (100.0%),10591/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,10591/10592 (100.0%),10591/10592 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_souacc,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_status,4/10592 (0.0%),4/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_tecsou,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_txtdsc,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verdat,0/10592 (0.0%),0/10592 (0.0%),Values Match (0.0%)
