layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
ctnare,29,27,27,0,2,0,False,"lnam_refs, ffpt_rind"
fshzne,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
depcnt,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
connectednode,10,10,10,0,0,0,True,
pilpnt,38,34,34,0,4,0,False,"ffpt_rind, colour, lnam_refs, colpat"
cblohd,39,36,36,0,3,0,False,"lnam_refs, status, ffpt_rind"
topmar,39,34,34,0,5,0,False,"lnam_refs, status, ffpt_rind, colour, colpat"
lndrgn,31,26,26,0,5,0,False,"natsur, lnam_refs, ffpt_rind, natqua, catlnd"
m_qual,33,30,30,0,3,0,False,"tecsou, lnam_refs, ffpt_rind"
unsare,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
slotop,37,31,31,0,6,0,False,"lnam_refs, ffpt_rind, natqua, natcon, colour, natsur"
boyspp,42,35,35,0,7,0,False,"lnam_refs, status, ffpt_rind, natcon, colour, catspm, colpat"
m_npub,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
hrbfac,35,30,30,0,5,0,False,"lnam_refs, status, ffpt_rind, cathaf, natcon"
mipare,34,29,29,0,5,0,False,"lnam_refs, status, ffpt_rind, catmpa, restrn"
airare,32,28,28,0,4,0,False,"lnam_refs, catair, status, ffpt_rind"
rivers,28,25,25,0,3,0,False,"lnam_refs, status, ffpt_rind"
edge,22,22,22,0,0,0,True,
dmpgrd,30,25,25,0,5,0,False,"lnam_refs, status, ffpt_rind, catdpg, restrn"
m_covr,22,20,20,0,2,0,False,"lnam_refs, ffpt_rind"
cblare,32,28,28,0,4,0,False,"lnam_refs, restrn, status, ffpt_rind"
ofsplf,43,35,35,0,8,0,False,"lnam_refs, prodct, status, ffpt_rind, catofp, natcon, colour, colpat"
rtpbcn,39,36,36,0,3,0,False,"lnam_refs, status, ffpt_rind"
cgusta,32,29,29,0,3,0,False,"lnam_refs, status, ffpt_rind"
bcnspp,47,40,40,0,7,0,False,"lnam_refs, status, ffpt_rind, natcon, colour, catspm, colpat"
wattur,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
resare,34,29,29,0,5,0,False,"lnam_refs, status, ffpt_rind, restrn, catrea"
exezne,26,24,24,0,2,0,False,"lnam_refs, ffpt_rind"
face,10,10,10,0,0,0,True,
pipsol,39,34,34,0,5,0,False,"lnam_refs, prodct, status, ffpt_rind, catpip"
boysaw,41,35,35,0,6,0,False,"lnam_refs, status, ffpt_rind, natcon, colour, colpat"
feryrt,33,30,30,0,3,0,False,"lnam_refs, status, ffpt_rind"
seaare,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
depare,30,27,27,0,3,0,False,"lnam_refs, quasou, ffpt_rind"
buaare,34,32,32,0,2,0,False,"lnam_refs, ffpt_rind"
lndare,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
uwtroc,37,30,30,0,7,0,False,"tecsou, lnam_refs, status, quasou, ffpt_rind, natqua, natsur"
sbdare,31,26,26,0,5,0,False,"lnam_refs, ffpt_rind, natqua, colour, natsur"
tsslpt,31,27,27,0,4,0,False,"lnam_refs, restrn, status, ffpt_rind"
daymar,42,35,35,0,7,0,False,"lnam_refs, status, ffpt_rind, natcon, colour, catspm, colpat"
achare,34,29,29,0,5,0,False,"lnam_refs, status, ffpt_rind, restrn, catach"
ponton,38,34,34,0,4,0,False,"natcon, lnam_refs, status, ffpt_rind"
lndelv,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
lndmrk,42,34,34,0,8,0,False,"lnam_refs, functn, status, ffpt_rind, natcon, colour, catlmk, colpat"
cblsub,36,33,33,0,3,0,False,"lnam_refs, status, ffpt_rind"
pilbop,36,33,33,0,3,0,False,"lnam_refs, status, ffpt_rind"
pipare,34,28,28,0,6,0,False,"lnam_refs, prodct, status, ffpt_rind, restrn, catpip"
lights,49,43,43,0,6,0,False,"lnam_refs, catlit, status, ffpt_rind, colour, litvis"
prcare,29,25,25,0,4,0,False,"lnam_refs, restrn, status, ffpt_rind"
fogsig,39,36,36,0,3,0,False,"lnam_refs, status, ffpt_rind"
ctsare,32,29,29,0,3,0,False,"lnam_refs, status, ffpt_rind"
bridge,44,38,38,0,6,0,False,"lnam_refs, ffpt_rind, natcon, colour, colpat, catbrg"
tesare,27,24,24,0,3,0,False,"lnam_refs, restrn, ffpt_rind"
slcons,46,40,40,0,6,0,False,"lnam_refs, status, ffpt_rind, natcon, colour, colpat"
buisgl,42,35,35,0,7,0,False,"lnam_refs, functn, status, ffpt_rind, natcon, colour, colpat"
damcon,40,35,35,0,5,0,False,"lnam_refs, ffpt_rind, natcon, colour, colpat"
wedklp,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
obstrn,44,35,35,0,9,0,False,"natsur, lnam_refs, prodct, status, quasou, ffpt_rind, natqua, natcon, tecsou"
rdosta,38,34,34,0,4,0,False,"catros, lnam_refs, status, ffpt_rind"
slogrd,34,28,28,0,6,0,False,"lnam_refs, ffpt_rind, natqua, natcon, colour, natsur"
soundg,34,29,29,0,5,0,False,"lnam_refs, status, quasou, ffpt_rind, tecsou"
canals,35,32,32,0,3,0,False,"lnam_refs, status, ffpt_rind"
splare,31,27,27,0,4,0,False,"lnam_refs, restrn, status, ffpt_rind"
tsezne,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
conzne,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
fairwy,37,32,32,0,5,0,False,"lnam_refs, status, quasou, ffpt_rind, restrn"
marcul,42,37,37,0,5,0,False,"lnam_refs, status, quasou, ffpt_rind, restrn"
isolatednode,10,10,10,0,0,0,True,
coalne,35,32,32,0,3,0,False,"colour, lnam_refs, ffpt_rind"
rdocal,35,32,32,0,3,0,False,"lnam_refs, status, ffpt_rind"
lakare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
m_nsys,27,25,25,0,2,0,False,"lnam_refs, ffpt_rind"
tssbnd,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
navlne,32,29,29,0,3,0,False,"lnam_refs, status, ffpt_rind"
magvar,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
morfac,46,40,40,0,6,0,False,"lnam_refs, status, ffpt_rind, natcon, colour, colpat"
wrecks,41,36,36,0,5,0,False,"lnam_refs, status, quasou, ffpt_rind, tecsou"
curent,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
boylat,42,36,36,0,6,0,False,"lnam_refs, status, ffpt_rind, natcon, colour, colpat"
rectrc,41,36,36,0,5,0,False,"lnam_refs, status, quasou, ffpt_rind, tecsou"
