layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
face,10,10,10,0,0,0,True,
admare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
fshzne,29,26,26,0,3,0,False,"status, ffpt_rind, lnam_refs"
isolatednode,10,10,10,0,0,0,True,
rdosta,38,34,34,0,4,0,False,"status, ffpt_rind, lnam_refs, catros"
siltnk,43,36,36,0,7,0,False,"natcon, ffpt_rind, colpat, prodct, lnam_refs, colour, status"
slogrd,34,28,28,0,6,0,False,"natcon, ffpt_rind, natqua, lnam_refs, colour, natsur"
mipare,34,29,29,0,5,0,False,"ffpt_rind, lnam_refs, status, catmpa, restrn"
rivers,28,25,25,0,3,0,False,"status, ffpt_rind, lnam_refs"
bcnspp,47,40,40,0,7,0,False,"natcon, ffpt_rind, catspm, colpat, lnam_refs, colour, status"
canals,35,32,32,0,3,0,False,"status, ffpt_rind, lnam_refs"
boylat,42,36,36,0,6,0,False,"natcon, ffpt_rind, colpat, lnam_refs, colour, status"
ctsare,32,29,29,0,3,0,False,"status, ffpt_rind, lnam_refs"
tsslpt,31,27,27,0,4,0,False,"status, ffpt_rind, lnam_refs, restrn"
lakare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
depcnt,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
achare,34,29,29,0,5,0,False,"ffpt_rind, catach, lnam_refs, status, restrn"
resare,34,29,29,0,5,0,False,"ffpt_rind, catrea, lnam_refs, status, restrn"
m_covr,22,20,20,0,2,0,False,"lnam_refs, ffpt_rind"
coalne,35,32,32,0,3,0,False,"lnam_refs, colour, ffpt_rind"
bridge,44,38,38,0,6,0,False,"natcon, ffpt_rind, colpat, catbrg, lnam_refs, colour"
curent,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
pilbop,36,33,33,0,3,0,False,"status, ffpt_rind, lnam_refs"
connectednode,10,10,10,0,0,0,True,
boysaw,41,35,35,0,6,0,False,"natcon, ffpt_rind, colpat, lnam_refs, colour, status"
topmar,39,34,34,0,5,0,False,"ffpt_rind, colpat, lnam_refs, colour, status"
m_npub,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
tesare,27,24,24,0,3,0,False,"lnam_refs, ffpt_rind, restrn"
rtpbcn,39,36,36,0,3,0,False,"status, ffpt_rind, lnam_refs"
unsare,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
splare,31,27,27,0,4,0,False,"status, ffpt_rind, lnam_refs, restrn"
tssbnd,29,26,26,0,3,0,False,"status, ffpt_rind, lnam_refs"
lights,49,43,43,0,6,0,False,"ffpt_rind, catlit, litvis, lnam_refs, colour, status"
lndmrk,42,34,34,0,8,0,False,"natcon, ffpt_rind, colpat, lnam_refs, colour, catlmk, status, functn"
pipsol,39,34,34,0,5,0,False,"ffpt_rind, prodct, lnam_refs, catpip, status"
damcon,40,35,35,0,5,0,False,"natcon, ffpt_rind, colpat, lnam_refs, colour"
ctnare,29,27,27,0,2,0,False,"lnam_refs, ffpt_rind"
cblsub,36,33,33,0,3,0,False,"status, ffpt_rind, lnam_refs"
fairwy,37,32,32,0,5,0,False,"ffpt_rind, restrn, lnam_refs, status, quasou"
