layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
boyspp,42,35,35,0,7,0,False,"lnam_refs, colour, status, catspm, ffpt_rind, natcon, colpat"
coalne,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, colour"
ctsare,32,29,29,0,3,0,False,"lnam_refs, ffpt_rind, status"
exezne,26,24,24,0,2,0,False,"lnam_refs, ffpt_rind"
slcons,46,40,40,0,6,0,False,"lnam_refs, colour, status, ffpt_rind, natcon, colpat"
face,10,10,10,0,0,0,True,
bcnlat,47,41,41,0,6,0,False,"lnam_refs, colour, status, ffpt_rind, natcon, colpat"
depare,30,27,27,0,3,0,False,"lnam_refs, quasou, ffpt_rind"
rectrc,41,36,36,0,5,0,False,"lnam_refs, quasou, status, tecsou, ffpt_rind"
tsslpt,31,27,27,0,4,0,False,"lnam_refs, ffpt_rind, status, restrn"
seaare,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
bridge,44,38,38,0,6,0,False,"lnam_refs, colour, ffpt_rind, natcon, colpat, catbrg"
siltnk,43,36,36,0,7,0,False,"lnam_refs, colour, status, prodct, ffpt_rind, natcon, colpat"
wrecks,41,36,36,0,5,0,False,"lnam_refs, quasou, status, tecsou, ffpt_rind"
hrbfac,35,30,30,0,5,0,False,"lnam_refs, status, cathaf, ffpt_rind, natcon"
conzne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
prcare,29,25,25,0,4,0,False,"lnam_refs, ffpt_rind, status, restrn"
morfac,46,40,40,0,6,0,False,"lnam_refs, colour, status, ffpt_rind, natcon, colpat"
cgusta,32,29,29,0,3,0,False,"lnam_refs, ffpt_rind, status"
pilbop,36,33,33,0,3,0,False,"lnam_refs, ffpt_rind, status"
marcul,42,37,37,0,5,0,False,"lnam_refs, quasou, status, ffpt_rind, restrn"
lakare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
buisgl,42,35,35,0,7,0,False,"lnam_refs, colour, functn, status, ffpt_rind, natcon, colpat"
boysaw,41,35,35,0,6,0,False,"lnam_refs, colour, status, ffpt_rind, natcon, colpat"
unsare,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
dmpgrd,30,25,25,0,5,0,False,"lnam_refs, status, ffpt_rind, catdpg, restrn"
uwtroc,37,30,30,0,7,0,False,"lnam_refs, quasou, status, natsur, natqua, tecsou, ffpt_rind"
connectednode,10,10,10,0,0,0,True,
achare,34,29,29,0,5,0,False,"lnam_refs, catach, status, ffpt_rind, restrn"
mipare,34,29,29,0,5,0,False,"lnam_refs, status, catmpa, ffpt_rind, restrn"
