attribute,gpkg,spatialite,notes
COLUMN_scamin,PRESENT,PRESENT,Column presence comparison
COLUMN_sordat,PRESENT,PRESENT,Column presence comparison
COLUMN_sorind,PRESENT,PRESENT,Column presence comparison
COLUMN_status,PRESENT,PRESENT,Column presence comparison
COLUMN_txtdsc,PRESENT,PRESENT,Column presence comparison
COLUMN_veracc,PRESENT,PRESENT,Column presence comparison
COLUMN_verdat,PRESENT,PRESENT,Column presence comparison
COLUMN_verlen,PRESENT,PRESENT,Column presence comparison
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_agen,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_bcnshp,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_catlam,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_colour,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_colpat,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_condtn,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_conrad,2/20 (10.0%),2/20 (10.0%),Values Match (10.0%)
PROP_COMPLETENESS_convis,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datend,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datsta,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_dsid_dsnm,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_elevat,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ffpt_rind,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fidn,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_grup,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_height,1/20 (5.0%),1/20 (5.0%),Values Match (5.0%)
PROP_COMPLETENESS_inform,1/20 (5.0%),1/20 (5.0%),Values Match (5.0%)
PROP_COMPLETENESS_lnam,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_marsys,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_natcon,1/20 (5.0%),1/20 (5.0%),Values Match (5.0%)
PROP_COMPLETENESS_ninfom,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ogc_fid,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_perend,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_persta,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_picrep,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_prim,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_status,20/20 (100.0%),20/20 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_txtdsc,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_veracc,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verdat,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verlen,0/20 (0.0%),0/20 (0.0%),Values Match (0.0%)
