layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
rtpbcn,39,37,37,0,2,0,False,"ffpt_rind, lnam_refs"
dmpgrd,30,28,28,0,2,0,False,"ffpt_rind, lnam_refs"
prcare,29,27,27,0,2,0,False,"ffpt_rind, lnam_refs"
canals,35,33,33,0,2,0,False,"ffpt_rind, lnam_refs"
buaare,34,32,32,0,2,0,False,"ffpt_rind, lnam_refs"
m_npub,25,23,23,0,2,0,False,"ffpt_rind, lnam_refs"
cblsub,36,34,34,0,2,0,False,"ffpt_rind, lnam_refs"
fairwy,37,35,35,0,2,0,False,"ffpt_rind, lnam_refs"
wrecks,41,39,39,0,2,0,False,"ffpt_rind, lnam_refs"
marcul,42,40,40,0,2,0,False,"ffpt_rind, lnam_refs"
boylat,42,40,40,0,2,0,False,"ffpt_rind, lnam_refs"
exezne,26,24,24,0,2,0,False,"ffpt_rind, lnam_refs"
pipsol,39,37,37,0,2,0,False,"ffpt_rind, lnam_refs"
connectednode,10,10,10,0,0,0,True,
boyspp,42,40,40,0,2,0,False,"ffpt_rind, lnam_refs"
ponton,38,36,36,0,2,0,False,"ffpt_rind, lnam_refs"
fshzne,29,27,27,0,2,0,False,"ffpt_rind, lnam_refs"
buisgl,42,40,40,0,2,0,False,"ffpt_rind, lnam_refs"
morfac,46,44,44,0,2,0,False,"ffpt_rind, lnam_refs"
resare,34,32,32,0,2,0,False,"ffpt_rind, lnam_refs"
feryrt,33,31,31,0,2,0,False,"ffpt_rind, lnam_refs"
boysaw,41,39,39,0,2,0,False,"ffpt_rind, lnam_refs"
tssbnd,29,27,27,0,2,0,False,"ffpt_rind, lnam_refs"
curent,31,29,29,0,2,0,False,"ffpt_rind, lnam_refs"
wedklp,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
lndare,29,27,27,0,2,0,False,"ffpt_rind, lnam_refs"
bcnspp,47,45,45,0,2,0,False,"ffpt_rind, lnam_refs"
siltnk,43,41,41,0,2,0,False,"ffpt_rind, lnam_refs"
cblare,32,30,30,0,2,0,False,"ffpt_rind, lnam_refs"
ctsare,32,30,30,0,2,0,False,"ffpt_rind, lnam_refs"
rdosta,38,36,36,0,2,0,False,"ffpt_rind, lnam_refs"
ofsplf,43,41,41,0,2,0,False,"ffpt_rind, lnam_refs"
fogsig,39,37,37,0,2,0,False,"ffpt_rind, lnam_refs"
daymar,42,40,40,0,2,0,False,"ffpt_rind, lnam_refs"
cgusta,32,30,30,0,2,0,False,"ffpt_rind, lnam_refs"
admare,30,28,28,0,2,0,False,"ffpt_rind, lnam_refs"
bcnlat,47,45,45,0,2,0,False,"ffpt_rind, lnam_refs"
coalne,35,33,33,0,2,0,False,"ffpt_rind, lnam_refs"
pilbop,36,34,34,0,2,0,False,"ffpt_rind, lnam_refs"
m_nsys,27,25,25,0,2,0,False,"ffpt_rind, lnam_refs"
sbdare,31,29,29,0,2,0,False,"ffpt_rind, lnam_refs"
achare,34,32,32,0,2,0,False,"ffpt_rind, lnam_refs"
conzne,29,27,27,0,2,0,False,"ffpt_rind, lnam_refs"
uwtroc,37,35,35,0,2,0,False,"ffpt_rind, lnam_refs"
pipare,34,32,32,0,2,0,False,"ffpt_rind, lnam_refs"
edge,22,22,22,0,0,0,True,
