layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
marcul,42,37,37,0,5,0,False,"restrn, lnam_refs, ffpt_rind, quasou, status"
tsezne,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
conzne,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
cgusta,32,29,29,0,3,0,False,"lnam_refs, status, ffpt_rind"
soundg,34,29,29,0,5,0,False,"lnam_refs, tecsou, ffpt_rind, quasou, status"
unsare,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
sbdare,31,26,26,0,5,0,False,"natqua, natsur, lnam_refs, ffpt_rind, colour"
cblsub,36,33,33,0,3,0,False,"lnam_refs, status, ffpt_rind"
ofsplf,43,35,35,0,8,0,False,"colpat, prodct, lnam_refs, ffpt_rind, colour, natcon, status, catofp"
curent,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
tsslpt,31,27,27,0,4,0,False,"restrn, lnam_refs, status, ffpt_rind"
ctsare,32,29,29,0,3,0,False,"lnam_refs, status, ffpt_rind"
buaare,34,32,32,0,2,0,False,"lnam_refs, ffpt_rind"
bridge,44,38,38,0,6,0,False,"colpat, lnam_refs, ffpt_rind, colour, natcon, catbrg"
edge,22,22,22,0,0,0,True,
rivers,28,25,25,0,3,0,False,"lnam_refs, status, ffpt_rind"
mipare,34,29,29,0,5,0,False,"status, restrn, lnam_refs, ffpt_rind, catmpa"
splare,31,27,27,0,4,0,False,"restrn, lnam_refs, status, ffpt_rind"
rdocal,35,32,32,0,3,0,False,"lnam_refs, status, ffpt_rind"
lndelv,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
pipsol,39,34,34,0,5,0,False,"prodct, lnam_refs, ffpt_rind, catpip, status"
connectednode,10,10,10,0,0,0,True,
slcons,46,40,40,0,6,0,False,"colpat, lnam_refs, ffpt_rind, colour, natcon, status"
m_nsys,27,25,25,0,2,0,False,"lnam_refs, ffpt_rind"
m_covr,22,20,20,0,2,0,False,"lnam_refs, ffpt_rind"
slotop,37,31,31,0,6,0,False,"natqua, natsur, lnam_refs, ffpt_rind, colour, natcon"
cblohd,39,36,36,0,3,0,False,"lnam_refs, status, ffpt_rind"
fshzne,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
dmpgrd,30,25,25,0,5,0,False,"restrn, lnam_refs, ffpt_rind, catdpg, status"
boyspp,42,35,35,0,7,0,False,"catspm, colpat, lnam_refs, ffpt_rind, colour, natcon, status"
resare,34,29,29,0,5,0,False,"restrn, lnam_refs, ffpt_rind, catrea, status"
magvar,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
boysaw,41,35,35,0,6,0,False,"colpat, lnam_refs, ffpt_rind, colour, natcon, status"
rtpbcn,39,36,36,0,3,0,False,"lnam_refs, status, ffpt_rind"
face,10,10,10,0,0,0,True,
seaare,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
m_npub,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
lndare,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
damcon,40,35,35,0,5,0,False,"colpat, lnam_refs, ffpt_rind, colour, natcon"
pilpnt,38,34,34,0,4,0,False,"colour, lnam_refs, ffpt_rind, colpat"
tesare,27,24,24,0,3,0,False,"restrn, lnam_refs, ffpt_rind"
topmar,39,34,34,0,5,0,False,"colpat, lnam_refs, ffpt_rind, colour, status"
exezne,26,24,24,0,2,0,False,"lnam_refs, ffpt_rind"
daymar,42,35,35,0,7,0,False,"catspm, colpat, lnam_refs, ffpt_rind, colour, natcon, status"
ponton,38,34,34,0,4,0,False,"lnam_refs, natcon, status, ffpt_rind"
uwtroc,37,30,30,0,7,0,False,"natqua, lnam_refs, natsur, tecsou, ffpt_rind, quasou, status"
lights,49,43,43,0,6,0,False,"litvis, lnam_refs, ffpt_rind, catlit, colour, status"
ctnare,29,27,27,0,2,0,False,"lnam_refs, ffpt_rind"
morfac,46,40,40,0,6,0,False,"colpat, lnam_refs, ffpt_rind, colour, natcon, status"
fogsig,39,36,36,0,3,0,False,"lnam_refs, status, ffpt_rind"
bcnlat,47,41,41,0,6,0,False,"colpat, lnam_refs, ffpt_rind, colour, natcon, status"
siltnk,43,36,36,0,7,0,False,"colpat, prodct, lnam_refs, ffpt_rind, colour, natcon, status"
rdosta,38,34,34,0,4,0,False,"lnam_refs, catros, status, ffpt_rind"
pipare,34,28,28,0,6,0,False,"prodct, restrn, lnam_refs, ffpt_rind, catpip, status"
coalne,35,32,32,0,3,0,False,"colour, lnam_refs, ffpt_rind"
lndrgn,31,26,26,0,5,0,False,"catlnd, natqua, natsur, lnam_refs, ffpt_rind"
tssbnd,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
admare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
achare,34,29,29,0,5,0,False,"restrn, catach, lnam_refs, ffpt_rind, status"
lakare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
wedklp,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
wrecks,41,36,36,0,5,0,False,"lnam_refs, tecsou, ffpt_rind, quasou, status"
feryrt,33,30,30,0,3,0,False,"lnam_refs, status, ffpt_rind"
boylat,42,36,36,0,6,0,False,"colpat, lnam_refs, ffpt_rind, colour, natcon, status"
canals,35,32,32,0,3,0,False,"lnam_refs, status, ffpt_rind"
