attribute,gpkg,spatialite,notes
METADATA_LAYER_NAME,feryrt,feryrt,Layer comparison between gpkg and spatialite
METADATA_TOTAL_FEATURES,6,6,Total features in each format
METADATA_TOTAL_COLUMNS,33,30,Total columns in each format
SEPARATOR_COLUMN_PRESENCE,--- COLUMN PRESENCE ---,--- COLUMN PRESENCE ---,Which columns exist in each format
COLUMN_PRESENT_agen,YES,YES,Column agen presence
COLUMN_PRESENT_catfry,YES,YES,Column catfry presence
COLUMN_PRESENT_datend,YES,YES,Column datend presence
COLUMN_PRESENT_datsta,YES,YES,Column datsta presence
COLUMN_PRESENT_dsid_dsnm,YES,YES,Column dsid_dsnm presence
COLUMN_PRESENT_dsid_edtn,YES,YES,Column dsid_edtn presence
COLUMN_PRESENT_dsid_updn,YES,YES,Column dsid_updn presence
COLUMN_PRESENT_ffpt_rind,YES,NO,Column ffpt_rind presence
COLUMN_PRESENT_fidn,YES,YES,Column fidn presence
COLUMN_PRESENT_fids,YES,YES,Column fids presence
COLUMN_PRESENT_grup,YES,YES,Column grup presence
COLUMN_PRESENT_inform,YES,YES,Column inform presence
COLUMN_PRESENT_lnam,YES,YES,Column lnam presence
COLUMN_PRESENT_lnam_refs,YES,NO,Column lnam_refs presence
COLUMN_PRESENT_ninfom,YES,YES,Column ninfom presence
COLUMN_PRESENT_nobjnm,YES,YES,Column nobjnm presence
COLUMN_PRESENT_ntxtds,YES,YES,Column ntxtds presence
COLUMN_PRESENT_objl,YES,YES,Column objl presence
COLUMN_PRESENT_objnam,YES,YES,Column objnam presence
COLUMN_PRESENT_perend,YES,YES,Column perend presence
COLUMN_PRESENT_persta,YES,YES,Column persta presence
COLUMN_PRESENT_prim,YES,YES,Column prim presence
COLUMN_PRESENT_rcid,YES,YES,Column rcid presence
COLUMN_PRESENT_recdat,YES,YES,Column recdat presence
COLUMN_PRESENT_recind,YES,YES,Column recind presence
COLUMN_PRESENT_rver,YES,YES,Column rver presence
COLUMN_PRESENT_scamax,YES,YES,Column scamax presence
COLUMN_PRESENT_scamin,YES,YES,Column scamin presence
COLUMN_PRESENT_sordat,YES,YES,Column sordat presence
COLUMN_PRESENT_sorind,YES,YES,Column sorind presence
COLUMN_PRESENT_status,YES,NO,Column status presence
COLUMN_PRESENT_txtdsc,YES,YES,Column txtdsc presence
SEPARATOR_DATA_TYPES,--- DATA TYPES ---,--- DATA TYPES ---,Data types for each column
DATATYPE_agen,int32,int32,Data type for agen
DATATYPE_catfry,int32,int32,Data type for catfry
DATATYPE_datend,object,object,Data type for datend
DATATYPE_datsta,object,object,Data type for datsta
DATATYPE_dsid_dsnm,object,object,Data type for dsid_dsnm
DATATYPE_dsid_edtn,int32,int32,Data type for dsid_edtn
DATATYPE_dsid_updn,int32,int32,Data type for dsid_updn
DATATYPE_fidn,int32,int32,Data type for fidn
DATATYPE_fids,int32,int32,Data type for fids
DATATYPE_grup,int32,int32,Data type for grup
DATATYPE_inform,object,object,Data type for inform
DATATYPE_lnam,object,object,Data type for lnam
DATATYPE_ninfom,object,object,Data type for ninfom
DATATYPE_nobjnm,object,object,Data type for nobjnm
DATATYPE_ntxtds,object,object,Data type for ntxtds
DATATYPE_objl,int32,int32,Data type for objl
DATATYPE_objnam,object,object,Data type for objnam
DATATYPE_perend,object,object,Data type for perend
DATATYPE_persta,object,object,Data type for persta
DATATYPE_prim,int32,int32,Data type for prim
DATATYPE_rcid,int32,int32,Data type for rcid
DATATYPE_recdat,object,object,Data type for recdat
DATATYPE_recind,object,object,Data type for recind
DATATYPE_rver,int32,int32,Data type for rver
DATATYPE_scamax,float64,float64,Data type for scamax
DATATYPE_scamin,int32,int32,Data type for scamin
DATATYPE_sordat,object,object,Data type for sordat
DATATYPE_sorind,object,object,Data type for sorind
DATATYPE_txtdsc,object,object,Data type for txtdsc
SEPARATOR_FEATURE_SAMPLES,--- FEATURE SAMPLES (6) ---,--- FEATURE SAMPLES (6) ---,Sample of 6 features from each format
SAMPLE_FEATURE_1_SEPARATOR,--- FEATURE 1 ---,--- FEATURE 1 ---,Feature 1 sample
SAMPLE_F1_agen,550,550,Feature 1 - agen
SAMPLE_F1_catfry,1,1,Feature 1 - catfry
SAMPLE_F1_datend,None,None,Feature 1 - datend
SAMPLE_F1_datsta,None,None,Feature 1 - datsta
SAMPLE_F1_dsid_dsnm,US4CA60M,US4CA60M,Feature 1 - dsid_dsnm
SAMPLE_F1_dsid_edtn,37,37,Feature 1 - dsid_edtn
SAMPLE_F1_dsid_updn,6,6,Feature 1 - dsid_updn
SAMPLE_F1_fidn,274900361,274900361,Feature 1 - fidn
SAMPLE_F1_fids,4121,4121,Feature 1 - fids
SAMPLE_F1_geometry,LineString(45),LineString(45),Feature 1 - geometry
SAMPLE_F1_grup,2,2,Feature 1 - grup
SAMPLE_F1_inform,High speed ferries operate between Avalon Bay and Newport Bay. Mariners are cautioned that these ...,High speed ferries operate between Avalon Bay and Newport Bay. Mariners are cautioned that these ...,Feature 1 - inform
SAMPLE_F1_lnam,02261062A5891019,02261062A5891019,Feature 1 - lnam
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_nobjnm,None,None,Feature 1 - nobjnm
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,53,53,Feature 1 - objl
SAMPLE_F1_objnam,None,None,Feature 1 - objnam
SAMPLE_F1_perend,None,None,Feature 1 - perend
SAMPLE_F1_persta,None,None,Feature 1 - persta
SAMPLE_F1_prim,2,2,Feature 1 - prim
SAMPLE_F1_rcid,3691,3691,Feature 1 - rcid
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,1,1,Feature 1 - rver
SAMPLE_F1_scamax,nan,nan,Feature 1 - scamax
SAMPLE_F1_scamin,179999,179999,Feature 1 - scamin
SAMPLE_F1_sordat,200311,200311,Feature 1 - sordat
SAMPLE_F1_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 1 - sorind
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550,Feature 2 - agen
SAMPLE_F2_catfry,1,1,Feature 2 - catfry
SAMPLE_F2_datend,None,None,Feature 2 - datend
SAMPLE_F2_datsta,None,None,Feature 2 - datsta
SAMPLE_F2_dsid_dsnm,US4CA60M,US4CA60M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,37,37,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,6,6,Feature 2 - dsid_updn
SAMPLE_F2_fidn,830080107,830080107,Feature 2 - fidn
SAMPLE_F2_fids,1,1,Feature 2 - fids
SAMPLE_F2_geometry,LineString(59),LineString(59),Feature 2 - geometry
SAMPLE_F2_grup,2,2,Feature 2 - grup
SAMPLE_F2_inform,High speed ferries operate between Santa Catalina Island and Long Beach. Mariners are cautioned t...,High speed ferries operate between Santa Catalina Island and Long Beach. Mariners are cautioned t...,Feature 2 - inform
SAMPLE_F2_lnam,0226317A046B0001,0226317A046B0001,Feature 2 - lnam
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_nobjnm,None,None,Feature 2 - nobjnm
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,53,53,Feature 2 - objl
SAMPLE_F2_objnam,None,None,Feature 2 - objnam
SAMPLE_F2_perend,None,None,Feature 2 - perend
SAMPLE_F2_persta,None,None,Feature 2 - persta
SAMPLE_F2_prim,2,2,Feature 2 - prim
SAMPLE_F2_rcid,3692,3692,Feature 2 - rcid
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1,Feature 2 - rver
SAMPLE_F2_scamax,nan,nan,Feature 2 - scamax
SAMPLE_F2_scamin,179999,179999,Feature 2 - scamin
SAMPLE_F2_sordat,20090410,20090410,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 2 - sorind
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550,Feature 3 - agen
SAMPLE_F3_catfry,1,1,Feature 3 - catfry
SAMPLE_F3_datend,None,None,Feature 3 - datend
SAMPLE_F3_datsta,None,None,Feature 3 - datsta
SAMPLE_F3_dsid_dsnm,US4CA60M,US4CA60M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,37,37,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,6,6,Feature 3 - dsid_updn
SAMPLE_F3_fidn,274900380,274900380,Feature 3 - fidn
SAMPLE_F3_fids,4121,4121,Feature 3 - fids
SAMPLE_F3_geometry,LineString(53),LineString(53),Feature 3 - geometry
SAMPLE_F3_grup,2,2,Feature 3 - grup
SAMPLE_F3_inform,High speed ferries operate between Santa Catalina Island and Los Angeles Main Channel. Mariners a...,High speed ferries operate between Santa Catalina Island and Los Angeles Main Channel. Mariners a...,Feature 3 - inform
SAMPLE_F3_lnam,02261062A59C1019,02261062A59C1019,Feature 3 - lnam
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,53,53,Feature 3 - objl
SAMPLE_F3_objnam,None,None,Feature 3 - objnam
SAMPLE_F3_perend,None,None,Feature 3 - perend
SAMPLE_F3_persta,None,None,Feature 3 - persta
SAMPLE_F3_prim,2,2,Feature 3 - prim
SAMPLE_F3_rcid,3693,3693,Feature 3 - rcid
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1,Feature 3 - rver
SAMPLE_F3_scamax,nan,nan,Feature 3 - scamax
SAMPLE_F3_scamin,179999,179999,Feature 3 - scamin
SAMPLE_F3_sordat,20090410,20090410,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 3 - sorind
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550,Feature 4 - agen
SAMPLE_F4_catfry,1,1,Feature 4 - catfry
SAMPLE_F4_datend,None,None,Feature 4 - datend
SAMPLE_F4_datsta,None,None,Feature 4 - datsta
SAMPLE_F4_dsid_dsnm,US4CA60M,US4CA60M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,37,37,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,6,6,Feature 4 - dsid_updn
SAMPLE_F4_fidn,274900367,274900367,Feature 4 - fidn
SAMPLE_F4_fids,4121,4121,Feature 4 - fids
SAMPLE_F4_geometry,LineString(92),LineString(92),Feature 4 - geometry
SAMPLE_F4_grup,2,2,Feature 4 - grup
SAMPLE_F4_inform,High speed ferries operate between Dana Point and Long Beach. Mariners are cautioned that these c...,High speed ferries operate between Dana Point and Long Beach. Mariners are cautioned that these c...,Feature 4 - inform
SAMPLE_F4_lnam,02261062A58F1019,02261062A58F1019,Feature 4 - lnam
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,53,53,Feature 4 - objl
SAMPLE_F4_objnam,None,None,Feature 4 - objnam
SAMPLE_F4_perend,None,None,Feature 4 - perend
SAMPLE_F4_persta,None,None,Feature 4 - persta
SAMPLE_F4_prim,2,2,Feature 4 - prim
SAMPLE_F4_rcid,3694,3694,Feature 4 - rcid
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1,Feature 4 - rver
SAMPLE_F4_scamax,nan,nan,Feature 4 - scamax
SAMPLE_F4_scamin,179999,179999,Feature 4 - scamin
SAMPLE_F4_sordat,20090410,20090410,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 4 - sorind
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
