attribute,gpkg,postgis,notes
METADATA_LAYER_NAME,tsslpt,tsslpt,Layer comparison between gpkg and postgis
METADATA_TOTAL_FEATURES,23,23,Total features in each format
METADATA_TOTAL_COLUMNS,32,32,Total columns in each format
SEPARATOR_COLUMN_PRESENCE,---,---,Column presence analysis follows
COLUMN_agen,PRESENT,PRESENT,Column presence comparison
COLUMN_cattss,PRESENT,PRESENT,Column presence comparison
COLUMN_datend,PRESENT,PRESENT,Column presence comparison
COLUMN_datsta,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_dsnm,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_edtn,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_updn,PRESENT,PRESENT,Column presence comparison
COLUMN_ffpt_rind,PRESENT,PRESENT,Column presence comparison
COLUMN_fidn,PRESENT,PRESENT,Column presence comparison
COLUMN_fids,PRESENT,PRESENT,Column presence comparison
COLUMN_geom,PRESENT,MISSING,Column presence comparison
COLUMN_grup,PRESENT,PRESENT,Column presence comparison
COLUMN_inform,PRESENT,PRESENT,Column presence comparison
COLUMN_lnam,PRESENT,PRESENT,Column presence comparison
COLUMN_lnam_refs,PRESENT,PRESENT,Column presence comparison
COLUMN_ninfom,PRESENT,PRESENT,Column presence comparison
COLUMN_ntxtds,PRESENT,PRESENT,Column presence comparison
COLUMN_objl,PRESENT,PRESENT,Column presence comparison
COLUMN_ogc_fid,PRESENT,PRESENT,Column presence comparison
COLUMN_orient,PRESENT,PRESENT,Column presence comparison
COLUMN_prim,PRESENT,PRESENT,Column presence comparison
COLUMN_rcid,PRESENT,PRESENT,Column presence comparison
COLUMN_recdat,PRESENT,PRESENT,Column presence comparison
COLUMN_recind,PRESENT,PRESENT,Column presence comparison
COLUMN_restrn,PRESENT,PRESENT,Column presence comparison
COLUMN_rver,PRESENT,PRESENT,Column presence comparison
COLUMN_scamax,PRESENT,PRESENT,Column presence comparison
COLUMN_scamin,PRESENT,PRESENT,Column presence comparison
COLUMN_sordat,PRESENT,PRESENT,Column presence comparison
COLUMN_sorind,PRESENT,PRESENT,Column presence comparison
COLUMN_status,PRESENT,PRESENT,Column presence comparison
COLUMN_txtdsc,PRESENT,PRESENT,Column presence comparison
COLUMN_wkb_geometry,MISSING,PRESENT,Column presence comparison
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_agen,23/23 (100.0%),23/23 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_cattss,23/23 (100.0%),23/23 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_datend,0/23 (0.0%),0/23 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_datsta,0/23 (0.0%),0/23 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_dsid_dsnm,23/23 (100.0%),23/23 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_dsid_edtn,23/23 (100.0%),23/23 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_dsid_updn,23/23 (100.0%),23/23 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_ffpt_rind,0/23 (0.0%),0/23 (0.0%),Prop Values MATCH (0.0%)
