attribute,gpkg,spatialite,notes
METADATA_LAYER_NAME,lights,lights,Layer comparison between gpkg and spatialite
METADATA_TOTAL_FEATURES,379,379,Total features in each format
METADATA_GEOMETRY_FEATURES,379,379,Features with non-null geometry
METADATA_TOTAL_COLUMNS,50,51,Total columns in each format
SEPARATOR_COLUMN_PRESENCE,---,---,Column presence analysis follows
COLUMN_agen,PRESENT,PRESENT,Column presence comparison
COLUMN_catlit,PRESENT,PRESENT,Column presence comparison
COLUMN_colour,PRESENT,PRESENT,Column presence comparison
COLUMN_datend,PRESENT,PRESENT,Column presence comparison
COLUMN_datsta,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_dsnm,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_edtn,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_updn,PRESENT,PRESENT,Column presence comparison
COLUMN_exclit,PRESENT,PRESENT,Column presence comparison
COLUMN_ffpt_rind,PRESENT,PRESENT,Column presence comparison
COLUMN_fidn,PRESENT,PRESENT,Column presence comparison
COLUMN_fids,PRESENT,PRESENT,Column presence comparison
COLUMN_grup,PRESENT,PRESENT,Column presence comparison
COLUMN_height,PRESENT,PRESENT,Column presence comparison
COLUMN_inform,PRESENT,PRESENT,Column presence comparison
COLUMN_litchr,PRESENT,PRESENT,Column presence comparison
COLUMN_litvis,PRESENT,PRESENT,Column presence comparison
COLUMN_lnam,PRESENT,PRESENT,Column presence comparison
COLUMN_lnam_refs,PRESENT,PRESENT,Column presence comparison
COLUMN_marsys,PRESENT,PRESENT,Column presence comparison
COLUMN_mltylt,PRESENT,PRESENT,Column presence comparison
COLUMN_ninfom,PRESENT,PRESENT,Column presence comparison
COLUMN_nobjnm,PRESENT,PRESENT,Column presence comparison
COLUMN_ntxtds,PRESENT,PRESENT,Column presence comparison
COLUMN_objl,PRESENT,PRESENT,Column presence comparison
COLUMN_objnam,PRESENT,PRESENT,Column presence comparison
COLUMN_ogc_fid,PRESENT,PRESENT,Column presence comparison
COLUMN_orient,PRESENT,PRESENT,Column presence comparison
COLUMN_perend,PRESENT,PRESENT,Column presence comparison
COLUMN_persta,PRESENT,PRESENT,Column presence comparison
COLUMN_prim,PRESENT,PRESENT,Column presence comparison
COLUMN_rcid,PRESENT,PRESENT,Column presence comparison
COLUMN_recdat,PRESENT,PRESENT,Column presence comparison
COLUMN_recind,PRESENT,PRESENT,Column presence comparison
COLUMN_rver,PRESENT,PRESENT,Column presence comparison
COLUMN_scamax,PRESENT,PRESENT,Column presence comparison
COLUMN_scamin,PRESENT,PRESENT,Column presence comparison
COLUMN_sectr1,PRESENT,PRESENT,Column presence comparison
COLUMN_sectr2,PRESENT,PRESENT,Column presence comparison
COLUMN_siggrp,PRESENT,PRESENT,Column presence comparison
COLUMN_sigper,PRESENT,PRESENT,Column presence comparison
COLUMN_sigseq,PRESENT,PRESENT,Column presence comparison
COLUMN_sordat,PRESENT,PRESENT,Column presence comparison
COLUMN_sorind,PRESENT,PRESENT,Column presence comparison
COLUMN_status,PRESENT,PRESENT,Column presence comparison
COLUMN_txtdsc,PRESENT,PRESENT,Column presence comparison
COLUMN_valnmr,PRESENT,PRESENT,Column presence comparison
COLUMN_veracc,PRESENT,PRESENT,Column presence comparison
COLUMN_verdat,PRESENT,PRESENT,Column presence comparison
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_agen,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_catlit,341/379 (90.0%),341/379 (90.0%),Values Match (90.0%)
PROP_COMPLETENESS_colour,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_datend,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datsta,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_dsid_dsnm,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_exclit,339/379 (89.4%),339/379 (89.4%),Values Match (89.4%)
PROP_COMPLETENESS_ffpt_rind,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_fidn,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_grup,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_height,212/379 (55.9%),212/379 (55.9%),Values Match (55.9%)
PROP_COMPLETENESS_inform,27/379 (7.1%),27/379 (7.1%),Values Match (7.1%)
PROP_COMPLETENESS_litchr,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_litvis,36/379 (9.5%),36/379 (9.5%),Values Match (9.5%)
PROP_COMPLETENESS_lnam,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_marsys,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_mltylt,2/379 (0.5%),2/379 (0.5%),Values Match (0.5%)
PROP_COMPLETENESS_ninfom,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ogc_fid,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_orient,2/379 (0.5%),2/379 (0.5%),Values Match (0.5%)
PROP_COMPLETENESS_perend,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_persta,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_prim,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sectr1,30/379 (7.9%),30/379 (7.9%),Values Match (7.9%)
PROP_COMPLETENESS_sectr2,30/379 (7.9%),30/379 (7.9%),Values Match (7.9%)
PROP_COMPLETENESS_siggrp,357/379 (94.2%),357/379 (94.2%),Values Match (94.2%)
PROP_COMPLETENESS_sigper,308/379 (81.3%),308/379 (81.3%),Values Match (81.3%)
PROP_COMPLETENESS_sigseq,248/379 (65.4%),248/379 (65.4%),Values Match (65.4%)
PROP_COMPLETENESS_sordat,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,379/379 (100.0%),379/379 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_status,12/379 (3.2%),12/379 (3.2%),Values Match (3.2%)
PROP_COMPLETENESS_txtdsc,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_valnmr,237/379 (62.5%),237/379 (62.5%),Values Match (62.5%)
PROP_COMPLETENESS_veracc,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verdat,0/379 (0.0%),0/379 (0.0%),Values Match (0.0%)
