attribute,spatialite,postgis,notes
METADATA_LAYER_NAME,m_qual,m_qual,Layer comparison between spatialite and postgis
METADATA_TOTAL_FEATURES,92,92,Total features in each format
METADATA_TOTAL_COLUMNS,31,34,Total columns in each format
SEPARATOR_COLUMN_PRESENCE,--- COLUMN PRESENCE ---,--- COLUMN PRESENCE ---,Which columns exist in each format
COLUMN_PRESENT_agen,YES,YES,Column agen presence
COLUMN_PRESENT_catqua,YES,YES,Column catqua presence
COLUMN_PRESENT_catzoc,YES,YES,Column catzoc presence
COLUMN_PRESENT_drval1,YES,YES,Column drval1 presence
COLUMN_PRESENT_drval2,YES,YES,Column drval2 presence
COLUMN_PRESENT_dsid_dsnm,YES,YES,Column dsid_dsnm presence
COLUMN_PRESENT_dsid_edtn,YES,YES,Column dsid_edtn presence
COLUMN_PRESENT_dsid_updn,YES,YES,Column dsid_updn presence
COLUMN_PRESENT_ffpt_rind,NO,YES,Column ffpt_rind presence
COLUMN_PRESENT_fidn,YES,YES,Column fidn presence
COLUMN_PRESENT_fids,YES,YES,Column fids presence
COLUMN_PRESENT_grup,YES,YES,Column grup presence
COLUMN_PRESENT_inform,YES,YES,Column inform presence
COLUMN_PRESENT_lnam,YES,YES,Column lnam presence
COLUMN_PRESENT_lnam_refs,NO,YES,Column lnam_refs presence
COLUMN_PRESENT_ninfom,YES,YES,Column ninfom presence
COLUMN_PRESENT_ntxtds,YES,YES,Column ntxtds presence
COLUMN_PRESENT_objl,YES,YES,Column objl presence
COLUMN_PRESENT_ogc_fid,NO,YES,Column ogc_fid presence
COLUMN_PRESENT_posacc,YES,YES,Column posacc presence
COLUMN_PRESENT_prim,YES,YES,Column prim presence
COLUMN_PRESENT_rcid,YES,YES,Column rcid presence
COLUMN_PRESENT_recdat,YES,YES,Column recdat presence
COLUMN_PRESENT_recind,YES,YES,Column recind presence
COLUMN_PRESENT_rver,YES,YES,Column rver presence
COLUMN_PRESENT_sordat,YES,YES,Column sordat presence
COLUMN_PRESENT_sorind,YES,YES,Column sorind presence
COLUMN_PRESENT_souacc,YES,YES,Column souacc presence
COLUMN_PRESENT_surend,YES,YES,Column surend presence
COLUMN_PRESENT_sursta,YES,YES,Column sursta presence
COLUMN_PRESENT_tecsou,YES,YES,Column tecsou presence
COLUMN_PRESENT_txtdsc,YES,YES,Column txtdsc presence
COLUMN_PRESENT_verdat,YES,YES,Column verdat presence
COLUMN_PRESENT_wkb_geometry,NO,YES,Column wkb_geometry presence
SEPARATOR_DATA_TYPES,--- DATA TYPES ---,--- DATA TYPES ---,Data types for each column
DATATYPE_agen,int32,float64,Data type for agen - MISMATCH!
DATATYPE_catqua,float64,object,Data type for catqua - MISMATCH!
DATATYPE_catzoc,int32,int64,Data type for catzoc - MISMATCH!
DATATYPE_drval1,float64,object,Data type for drval1 - MISMATCH!
DATATYPE_drval2,float64,object,Data type for drval2 - MISMATCH!
