attribute,spatialite,postgis,notes
COLUMN_veracc,PRESENT,PRESENT,Column presence comparison
COLUMN_verclr,PRESENT,PRESENT,Column presence comparison
COLUMN_vercsa,PRESENT,PRESENT,Column presence comparison
COLUMN_verdat,PRESENT,PRESENT,Column presence comparison
COLUMN_wkb_geometry,MISSING,PRESENT,Column presence comparison
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_agen,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_catcbl,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_condtn,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_conrad,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_convis,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datend,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datsta,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_dsid_dsnm,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ffpt_rind,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_fidn,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_geometry,4/4 (100.0%),N/A,Property completeness comparison
PROP_COMPLETENESS_grup,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_icefac,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_inform,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_lnam,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ninfom,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ogc_fid,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_prim,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_status,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_txtdsc,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_veracc,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verclr,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_vercsa,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verdat,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
