attribute,gpkg,spatialite,notes
METADATA_LAYER_NAME,edge,edge,Layer comparison between gpkg and spatialite
METADATA_TOTAL_FEATURES,0,0,Total features in each format
METADATA_GEOMETRY_FEATURES,0,0,Features with non-null geometry
METADATA_TOTAL_COLUMNS,23,24,Total columns in each format
SEPARATOR_COLUMN_PRESENCE,---,---,Column presence analysis follows
COLUMN_dsid_dsnm,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_edtn,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_updn,PRESENT,PRESENT,Column presence comparison
COLUMN_geom,PRESENT,PRESENT,Column presence comparison
COLUMN_geometry,MISSING,PRESENT,Column presence comparison
COLUMN_mask_0,PRESENT,PRESENT,Column presence comparison
COLUMN_mask_1,PRESENT,PRESENT,Column presence comparison
COLUMN_name_rcid_0,PRESENT,PRESENT,Column presence comparison
COLUMN_name_rcid_1,PRESENT,PRESENT,Column presence comparison
COLUMN_name_rcnm_0,PRESENT,PRESENT,Column presence comparison
COLUMN_name_rcnm_1,PRESENT,PRESENT,Column presence comparison
COLUMN_ogc_fid,PRESENT,PRESENT,Column presence comparison
COLUMN_ornt_0,PRESENT,PRESENT,Column presence comparison
COLUMN_ornt_1,PRESENT,PRESENT,Column presence comparison
COLUMN_posacc,PRESENT,PRESENT,Column presence comparison
COLUMN_quapos,PRESENT,PRESENT,Column presence comparison
COLUMN_rcid,PRESENT,PRESENT,Column presence comparison
COLUMN_rcnm,PRESENT,PRESENT,Column presence comparison
COLUMN_ruin,PRESENT,PRESENT,Column presence comparison
COLUMN_rver,PRESENT,PRESENT,Column presence comparison
COLUMN_topi_0,PRESENT,PRESENT,Column presence comparison
COLUMN_topi_1,PRESENT,PRESENT,Column presence comparison
COLUMN_usag_0,PRESENT,PRESENT,Column presence comparison
COLUMN_usag_1,PRESENT,PRESENT,Column presence comparison
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_dsid_dsnm,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_dsid_edtn,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_dsid_updn,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_geometry,N/A,0/0 (0%),Property completeness comparison
PROP_COMPLETENESS_mask_0,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_mask_1,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_name_rcid_0,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_name_rcid_1,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_name_rcnm_0,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_name_rcnm_1,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_ogc_fid,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_ornt_0,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_ornt_1,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_posacc,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_quapos,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_rcid,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_rcnm,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_ruin,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_rver,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_topi_0,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_topi_1,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_usag_0,0/0 (0%),0/0 (0%),Values Match (0%)
PROP_COMPLETENESS_usag_1,0/0 (0%),0/0 (0%),Values Match (0%)
