layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
tsezne,34,26,26,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
hrbfac,40,30,30,0,10,0,False,"natcon, status, name_rcid, lnam_refs, ornt, name_rcnm, mask, ffpt_rind, usag, cathaf"
sbdare,36,26,26,0,10,0,False,"colour, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, natqua, usag, natsur"
airare,37,28,28,0,9,0,False,"catair, status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
cblsub,41,33,33,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
bcnspp,52,40,40,0,12,0,False,"natcon, colpat, status, name_rcid, lnam_refs, colour, catspm, ornt, name_rcnm, mask, ffpt_rind, usag"
soundg,39,29,29,0,10,0,False,"status, name_rcid, lnam_refs, ornt, name_rcnm, mask, quasou, ffpt_rind, tecsou, usag"
tsslpt,36,27,27,0,9,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag, restrn"
pilbop,41,33,33,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
feryrt,38,30,30,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
daymar,47,35,35,0,12,0,False,"natcon, colpat, status, name_rcid, lnam_refs, colour, catspm, ornt, name_rcnm, mask, ffpt_rind, usag"
lights,54,43,43,0,11,0,False,"colour, status, lnam_refs, name_rcid, ornt, name_rcnm, mask, catlit, litvis, ffpt_rind, usag"
m_nsys,32,25,25,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
boyspp,47,35,35,0,12,0,False,"natcon, colpat, status, name_rcid, lnam_refs, colour, catspm, ornt, name_rcnm, mask, ffpt_rind, usag"
face,10,10,10,0,0,0,True,
buaare,39,32,32,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
seaare,33,26,26,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
boylat,47,36,36,0,11,0,False,"natcon, colpat, status, name_rcid, lnam_refs, colour, ornt, name_rcnm, mask, ffpt_rind, usag"
rectrc,46,36,36,0,10,0,False,"status, name_rcid, lnam_refs, ornt, name_rcnm, mask, quasou, ffpt_rind, tecsou, usag"
pilpnt,43,34,34,0,9,0,False,"colpat, colour, name_rcid, lnam_refs, ornt, name_rcnm, mask, ffpt_rind, usag"
lndrgn,36,26,26,0,10,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, catlnd, ffpt_rind, natqua, usag, natsur"
