layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
slogrd,34,28,28,0,6,0,False,"ffpt_rind, natcon, lnam_refs, natqua, natsur, colour"
wrecks,41,36,36,0,5,0,False,"ffpt_rind, status, lnam_refs, tecsou, quasou"
seaare,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
rtpbcn,39,36,36,0,3,0,False,"ffpt_rind, status, lnam_refs"
exezne,26,24,24,0,2,0,False,"ffpt_rind, lnam_refs"
cblohd,39,36,36,0,3,0,False,"ffpt_rind, status, lnam_refs"
daymar,42,35,35,0,7,0,False,"ffpt_rind, status, natcon, lnam_refs, catspm, colpat, colour"
curent,31,29,29,0,2,0,False,"ffpt_rind, lnam_refs"
pipare,34,28,28,0,6,0,False,"ffpt_rind, status, restrn, catpip, lnam_refs, prodct"
lndrgn,31,26,26,0,5,0,False,"ffpt_rind, lnam_refs, natqua, natsur, catlnd"
splare,31,27,27,0,4,0,False,"ffpt_rind, status, restrn, lnam_refs"
cgusta,32,29,29,0,3,0,False,"ffpt_rind, status, lnam_refs"
tssbnd,29,26,26,0,3,0,False,"ffpt_rind, status, lnam_refs"
bridge,44,38,38,0,6,0,False,"ffpt_rind, natcon, catbrg, lnam_refs, colpat, colour"
rivers,28,25,25,0,3,0,False,"ffpt_rind, status, lnam_refs"
slotop,37,31,31,0,6,0,False,"ffpt_rind, natcon, lnam_refs, natqua, natsur, colour"
magvar,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
cblare,32,28,28,0,4,0,False,"ffpt_rind, status, restrn, lnam_refs"
rectrc,41,36,36,0,5,0,False,"ffpt_rind, status, lnam_refs, tecsou, quasou"
dmpgrd,30,25,25,0,5,0,False,"ffpt_rind, status, restrn, lnam_refs, catdpg"
canals,35,32,32,0,3,0,False,"ffpt_rind, status, lnam_refs"
isolatednode,10,10,10,0,0,0,True,
tsezne,29,26,26,0,3,0,False,"ffpt_rind, status, lnam_refs"
rdocal,35,32,32,0,3,0,False,"ffpt_rind, status, lnam_refs"
fshzne,29,26,26,0,3,0,False,"ffpt_rind, status, lnam_refs"
sbdare,31,26,26,0,5,0,False,"ffpt_rind, lnam_refs, natqua, natsur, colour"
lights,49,43,43,0,6,0,False,"ffpt_rind, status, lnam_refs, catlit, litvis, colour"
prcare,29,25,25,0,4,0,False,"ffpt_rind, status, restrn, lnam_refs"
m_nsys,27,25,25,0,2,0,False,"ffpt_rind, lnam_refs"
buisgl,42,35,35,0,7,0,False,"ffpt_rind, status, natcon, functn, lnam_refs, colpat, colour"
m_qual,33,30,30,0,3,0,False,"ffpt_rind, tecsou, lnam_refs"
tsslpt,31,27,27,0,4,0,False,"ffpt_rind, status, restrn, lnam_refs"
edge,22,22,22,0,0,0,True,
bcnlat,47,41,41,0,6,0,False,"ffpt_rind, status, natcon, lnam_refs, colpat, colour"
boysaw,41,35,35,0,6,0,False,"ffpt_rind, status, natcon, lnam_refs, colpat, colour"
admare,30,28,28,0,2,0,False,"ffpt_rind, lnam_refs"
lakare,30,28,28,0,2,0,False,"ffpt_rind, lnam_refs"
damcon,40,35,35,0,5,0,False,"ffpt_rind, natcon, lnam_refs, colpat, colour"
wattur,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
coalne,35,32,32,0,3,0,False,"ffpt_rind, lnam_refs, colour"
m_covr,22,20,20,0,2,0,False,"ffpt_rind, lnam_refs"
soundg,34,29,29,0,5,0,False,"ffpt_rind, status, lnam_refs, tecsou, quasou"
ctsare,32,29,29,0,3,0,False,"ffpt_rind, status, lnam_refs"
marcul,42,37,37,0,5,0,False,"ffpt_rind, status, restrn, lnam_refs, quasou"
lndare,29,26,26,0,3,0,False,"ffpt_rind, status, lnam_refs"
pilpnt,38,34,34,0,4,0,False,"ffpt_rind, colpat, lnam_refs, colour"
conzne,29,26,26,0,3,0,False,"ffpt_rind, status, lnam_refs"
unsare,25,23,23,0,2,0,False,"ffpt_rind, lnam_refs"
airare,32,28,28,0,4,0,False,"ffpt_rind, catair, status, lnam_refs"
buaare,34,32,32,0,2,0,False,"ffpt_rind, lnam_refs"
depcnt,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
siltnk,43,36,36,0,7,0,False,"ffpt_rind, status, natcon, lnam_refs, prodct, colpat, colour"
cblsub,36,33,33,0,3,0,False,"ffpt_rind, status, lnam_refs"
fairwy,37,32,32,0,5,0,False,"ffpt_rind, status, restrn, lnam_refs, quasou"
tesare,27,24,24,0,3,0,False,"ffpt_rind, lnam_refs, restrn"
fogsig,39,36,36,0,3,0,False,"ffpt_rind, status, lnam_refs"
boylat,42,36,36,0,6,0,False,"ffpt_rind, status, natcon, lnam_refs, colpat, colour"
m_npub,25,23,23,0,2,0,False,"ffpt_rind, lnam_refs"
pipsol,39,34,34,0,5,0,False,"ffpt_rind, status, catpip, lnam_refs, prodct"
obstrn,44,35,35,0,9,0,False,"ffpt_rind, status, natcon, lnam_refs, prodct, tecsou, natqua, natsur, quasou"
ofsplf,43,35,35,0,8,0,False,"ffpt_rind, status, natcon, lnam_refs, prodct, catofp, colpat, colour"
achare,34,29,29,0,5,0,False,"ffpt_rind, status, restrn, lnam_refs, catach"
rdosta,38,34,34,0,4,0,False,"ffpt_rind, status, catros, lnam_refs"
ctnare,29,27,27,0,2,0,False,"ffpt_rind, lnam_refs"
face,10,10,10,0,0,0,True,
slcons,46,40,40,0,6,0,False,"ffpt_rind, status, natcon, lnam_refs, colpat, colour"
feryrt,33,30,30,0,3,0,False,"ffpt_rind, status, lnam_refs"
lndmrk,42,34,34,0,8,0,False,"ffpt_rind, status, natcon, functn, lnam_refs, colpat, colour, catlmk"
lndelv,31,29,29,0,2,0,False,"ffpt_rind, lnam_refs"
pilbop,36,33,33,0,3,0,False,"ffpt_rind, status, lnam_refs"
connectednode,10,10,10,0,0,0,True,
mipare,34,29,29,0,5,0,False,"ffpt_rind, catmpa, status, restrn, lnam_refs"
bcnspp,47,40,40,0,7,0,False,"ffpt_rind, status, natcon, lnam_refs, catspm, colpat, colour"
uwtroc,37,30,30,0,7,0,False,"ffpt_rind, status, lnam_refs, tecsou, natqua, natsur, quasou"
ponton,38,34,34,0,4,0,False,"ffpt_rind, status, lnam_refs, natcon"
navlne,32,29,29,0,3,0,False,"ffpt_rind, status, lnam_refs"
topmar,39,34,34,0,5,0,False,"ffpt_rind, status, lnam_refs, colpat, colour"
morfac,46,40,40,0,6,0,False,"ffpt_rind, status, natcon, lnam_refs, colpat, colour"
resare,34,29,29,0,5,0,False,"ffpt_rind, status, restrn, catrea, lnam_refs"
hrbfac,35,30,30,0,5,0,False,"ffpt_rind, status, natcon, lnam_refs, cathaf"
wedklp,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
depare,30,27,27,0,3,0,False,"ffpt_rind, quasou, lnam_refs"
boyspp,42,35,35,0,7,0,False,"ffpt_rind, status, natcon, lnam_refs, catspm, colpat, colour"
