layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
uwtroc,42,30,30,0,12,0,False,"lnam_refs, quasou, status, natqua, ornt, mask, name_rcnm, usag, natsur, name_rcid, ffpt_rind, tecsou"
curent,36,29,29,0,7,0,False,"lnam_refs, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
damcon,45,35,35,0,10,0,False,"lnam_refs, colour, ornt, mask, name_rcnm, usag, natcon, name_rcid, colpat, ffpt_rind"
pipsol,44,34,34,0,10,0,False,"lnam_refs, prodct, status, ornt, mask, name_rcnm, catpip, usag, name_rcid, ffpt_rind"
boysaw,46,35,35,0,11,0,False,"lnam_refs, status, colour, ornt, mask, name_rcnm, usag, natcon, name_rcid, colpat, ffpt_rind"
wattur,33,26,26,0,7,0,False,"lnam_refs, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
m_npub,30,23,23,0,7,0,False,"lnam_refs, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
fogsig,44,36,36,0,8,0,False,"lnam_refs, status, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
tsslpt,36,27,27,0,9,0,False,"lnam_refs, status, restrn, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
connectednode,10,10,10,0,0,0,True,
lakare,35,28,28,0,7,0,False,"lnam_refs, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
admare,35,28,28,0,7,0,False,"lnam_refs, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
depcnt,33,26,26,0,7,0,False,"lnam_refs, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
feryrt,38,30,30,0,8,0,False,"lnam_refs, status, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
pipare,39,28,28,0,11,0,False,"lnam_refs, prodct, status, restrn, ornt, mask, name_rcnm, catpip, usag, name_rcid, ffpt_rind"
tsezne,34,26,26,0,8,0,False,"lnam_refs, status, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
m_qual,38,30,30,0,8,0,False,"lnam_refs, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind, tecsou"
slogrd,39,28,28,0,11,0,False,"lnam_refs, colour, natqua, ornt, mask, name_rcnm, usag, natcon, natsur, name_rcid, ffpt_rind"
topmar,44,34,34,0,10,0,False,"lnam_refs, status, colour, ornt, mask, name_rcnm, usag, name_rcid, colpat, ffpt_rind"
fairwy,42,32,32,0,10,0,False,"lnam_refs, quasou, status, restrn, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
exezne,31,24,24,0,7,0,False,"lnam_refs, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
soundg,39,29,29,0,10,0,False,"lnam_refs, quasou, status, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind, tecsou"
depare,35,27,27,0,8,0,False,"lnam_refs, quasou, ornt, mask, name_rcnm, usag, name_rcid, ffpt_rind"
bcnlat,52,41,41,0,11,0,False,"lnam_refs, status, colour, ornt, mask, name_rcnm, usag, natcon, name_rcid, colpat, ffpt_rind"
slotop,42,31,31,0,11,0,False,"lnam_refs, colour, natqua, ornt, mask, name_rcnm, usag, natcon, natsur, name_rcid, ffpt_rind"
ofsplf,48,35,35,0,13,0,False,"lnam_refs, catofp, prodct, status, colour, ornt, mask, name_rcnm, usag, natcon, name_rcid, colpat, ffpt_rind"
