layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
admare,30,28,28,0,2,0,False,"ffpt_rind, lnam_refs"
lndelv,31,29,29,0,2,0,False,"ffpt_rind, lnam_refs"
tssbnd,29,26,26,0,3,0,False,"ffpt_rind, status, lnam_refs"
m_nsys,27,25,25,0,2,0,False,"ffpt_rind, lnam_refs"
seaare,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
marcul,42,37,37,0,5,0,False,"lnam_refs, ffpt_rind, quasou, status, restrn"
unsare,25,23,23,0,2,0,False,"ffpt_rind, lnam_refs"
damcon,40,35,35,0,5,0,False,"natcon, lnam_refs, colour, ffpt_rind, colpat"
tsslpt,31,27,27,0,4,0,False,"ffpt_rind, restrn, status, lnam_refs"
bridge,44,38,38,0,6,0,False,"natcon, lnam_refs, colour, ffpt_rind, catbrg, colpat"
rectrc,41,36,36,0,5,0,False,"lnam_refs, tecsou, ffpt_rind, quasou, status"
exezne,26,24,24,0,2,0,False,"ffpt_rind, lnam_refs"
navlne,32,29,29,0,3,0,False,"ffpt_rind, status, lnam_refs"
cblare,32,28,28,0,4,0,False,"ffpt_rind, restrn, status, lnam_refs"
buaare,34,32,32,0,2,0,False,"ffpt_rind, lnam_refs"
boylat,42,36,36,0,6,0,False,"natcon, lnam_refs, colour, ffpt_rind, status, colpat"
fogsig,39,36,36,0,3,0,False,"ffpt_rind, status, lnam_refs"
bcnspp,47,40,40,0,7,0,False,"catspm, natcon, lnam_refs, colour, ffpt_rind, status, colpat"
uwtroc,37,30,30,0,7,0,False,"lnam_refs, tecsou, natqua, natsur, ffpt_rind, quasou, status"
rivers,28,25,25,0,3,0,False,"ffpt_rind, status, lnam_refs"
pipare,34,28,28,0,6,0,False,"prodct, lnam_refs, catpip, ffpt_rind, status, restrn"
ponton,38,34,34,0,4,0,False,"ffpt_rind, natcon, status, lnam_refs"
topmar,39,34,34,0,5,0,False,"lnam_refs, colour, ffpt_rind, status, colpat"
morfac,46,40,40,0,6,0,False,"natcon, lnam_refs, colour, ffpt_rind, status, colpat"
daymar,42,35,35,0,7,0,False,"catspm, natcon, lnam_refs, colour, ffpt_rind, status, colpat"
slcons,46,40,40,0,6,0,False,"natcon, lnam_refs, colour, ffpt_rind, status, colpat"
wedklp,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
connectednode,10,10,10,0,0,0,True,
achare,34,29,29,0,5,0,False,"lnam_refs, catach, ffpt_rind, status, restrn"
ctsare,32,29,29,0,3,0,False,"ffpt_rind, status, lnam_refs"
soundg,34,29,29,0,5,0,False,"lnam_refs, tecsou, ffpt_rind, quasou, status"
lndmrk,42,34,34,0,8,0,False,"natcon, lnam_refs, colour, catlmk, ffpt_rind, status, functn, colpat"
lakare,30,28,28,0,2,0,False,"ffpt_rind, lnam_refs"
coalne,35,32,32,0,3,0,False,"ffpt_rind, colour, lnam_refs"
ctnare,29,27,27,0,2,0,False,"ffpt_rind, lnam_refs"
pilbop,36,33,33,0,3,0,False,"ffpt_rind, status, lnam_refs"
face,10,10,10,0,0,0,True,
cblohd,39,36,36,0,3,0,False,"ffpt_rind, status, lnam_refs"
lights,49,43,43,0,6,0,False,"lnam_refs, colour, catlit, ffpt_rind, litvis, status"
mipare,34,29,29,0,5,0,False,"lnam_refs, catmpa, ffpt_rind, status, restrn"
ofsplf,43,35,35,0,8,0,False,"natcon, prodct, lnam_refs, colour, ffpt_rind, catofp, status, colpat"
prcare,29,25,25,0,4,0,False,"ffpt_rind, restrn, status, lnam_refs"
tesare,27,24,24,0,3,0,False,"ffpt_rind, restrn, lnam_refs"
rdosta,38,34,34,0,4,0,False,"ffpt_rind, catros, status, lnam_refs"
siltnk,43,36,36,0,7,0,False,"natcon, prodct, lnam_refs, colour, ffpt_rind, status, colpat"
sbdare,31,26,26,0,5,0,False,"lnam_refs, colour, natqua, ffpt_rind, natsur"
wattur,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
m_covr,22,20,20,0,2,0,False,"ffpt_rind, lnam_refs"
m_qual,33,30,30,0,3,0,False,"ffpt_rind, lnam_refs, tecsou"
resare,34,29,29,0,5,0,False,"lnam_refs, catrea, ffpt_rind, status, restrn"
depcnt,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
curent,31,29,29,0,2,0,False,"ffpt_rind, lnam_refs"
tsezne,29,26,26,0,3,0,False,"ffpt_rind, status, lnam_refs"
slogrd,34,28,28,0,6,0,False,"natcon, lnam_refs, colour, natqua, natsur, ffpt_rind"
edge,22,22,22,0,0,0,True,
fairwy,37,32,32,0,5,0,False,"lnam_refs, ffpt_rind, quasou, status, restrn"
obstrn,44,35,35,0,9,0,False,"natcon, prodct, lnam_refs, tecsou, natqua, ffpt_rind, natsur, quasou, status"
airare,32,28,28,0,4,0,False,"ffpt_rind, catair, status, lnam_refs"
pipsol,39,34,34,0,5,0,False,"lnam_refs, prodct, catpip, ffpt_rind, status"
boysaw,41,35,35,0,6,0,False,"natcon, lnam_refs, colour, ffpt_rind, status, colpat"
lndare,29,26,26,0,3,0,False,"ffpt_rind, status, lnam_refs"
