attribute,gpkg,spatialite,notes
METADATA_LAYER_NAME,dmpgrd,dmpgrd,Layer comparison between gpkg and spatialite
METADATA_TOTAL_FEATURES,29,29,Total features in each format
METADATA_GEOMETRY_FEATURES,29,29,Features with non-null geometry
METADATA_TOTAL_COLUMNS,31,32,Total columns in each format
SEPARATOR_COLUMN_PRESENCE,---,---,Column presence analysis follows
COLUMN_agen,PRESENT,PRESENT,Column presence comparison
COLUMN_catdpg,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_dsnm,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_edtn,PRESENT,PRESENT,Column presence comparison
COLUMN_dsid_updn,PRESENT,PRESENT,Column presence comparison
COLUMN_ffpt_rind,PRESENT,PRESENT,Column presence comparison
COLUMN_fidn,PRESENT,PRESENT,Column presence comparison
COLUMN_fids,PRESENT,PRESENT,Column presence comparison
COLUMN_grup,PRESENT,PRESENT,Column presence comparison
COLUMN_inform,PRESENT,PRESENT,Column presence comparison
COLUMN_lnam,PRESENT,PRESENT,Column presence comparison
COLUMN_lnam_refs,PRESENT,PRESENT,Column presence comparison
COLUMN_ninfom,PRESENT,PRESENT,Column presence comparison
COLUMN_nobjnm,PRESENT,PRESENT,Column presence comparison
COLUMN_ntxtds,PRESENT,PRESENT,Column presence comparison
COLUMN_objl,PRESENT,PRESENT,Column presence comparison
COLUMN_objnam,PRESENT,PRESENT,Column presence comparison
COLUMN_ogc_fid,PRESENT,PRESENT,Column presence comparison
COLUMN_prim,PRESENT,PRESENT,Column presence comparison
COLUMN_rcid,PRESENT,PRESENT,Column presence comparison
COLUMN_recdat,PRESENT,PRESENT,Column presence comparison
COLUMN_recind,PRESENT,PRESENT,Column presence comparison
COLUMN_restrn,PRESENT,PRESENT,Column presence comparison
COLUMN_rver,PRESENT,PRESENT,Column presence comparison
COLUMN_scamax,PRESENT,PRESENT,Column presence comparison
COLUMN_scamin,PRESENT,PRESENT,Column presence comparison
COLUMN_sordat,PRESENT,PRESENT,Column presence comparison
COLUMN_sorind,PRESENT,PRESENT,Column presence comparison
COLUMN_status,PRESENT,PRESENT,Column presence comparison
COLUMN_txtdsc,PRESENT,PRESENT,Column presence comparison
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_agen,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_catdpg,28/29 (96.6%),28/29 (96.6%),Values Match (96.6%)
PROP_COMPLETENESS_dsid_dsnm,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ffpt_rind,0/29 (0.0%),0/29 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_fidn,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_grup,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_inform,8/29 (27.6%),8/29 (27.6%),Values Match (27.6%)
PROP_COMPLETENESS_lnam,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,0/29 (0.0%),0/29 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ninfom,0/29 (0.0%),0/29 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/29 (0.0%),0/29 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/29 (0.0%),0/29 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,2/29 (6.9%),2/29 (6.9%),Values Match (6.9%)
PROP_COMPLETENESS_ogc_fid,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_prim,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/29 (0.0%),0/29 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/29 (0.0%),0/29 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_restrn,0/29 (0.0%),0/29 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/29 (0.0%),0/29 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,29/29 (100.0%),29/29 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_status,19/29 (65.5%),19/29 (65.5%),Values Match (65.5%)
PROP_COMPLETENESS_txtdsc,6/29 (20.7%),6/29 (20.7%),Values Match (20.7%)
