layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
slcons,46,40,40,0,6,0,False,"colour, ffpt_rind, lnam_refs, status, colpat, natcon"
damcon,40,35,35,0,5,0,False,"colour, ffpt_rind, lnam_refs, colpat, natcon"
m_nsys,27,25,25,0,2,0,False,"ffpt_rind, lnam_refs"
cblohd,39,36,36,0,3,0,False,"ffpt_rind, lnam_refs, status"
airare,32,28,28,0,4,0,False,"ffpt_rind, lnam_refs, status, catair"
ponton,38,34,34,0,4,0,False,"natcon, lnam_refs, status, ffpt_rind"
rtpbcn,39,36,36,0,3,0,False,"ffpt_rind, lnam_refs, status"
depare,30,27,27,0,3,0,False,"quasou, ffpt_rind, lnam_refs"
lndelv,31,29,29,0,2,0,False,"ffpt_rind, lnam_refs"
marcul,42,37,37,0,5,0,False,"quasou, restrn, ffpt_rind, lnam_refs, status"
wedklp,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
coalne,35,32,32,0,3,0,False,"colour, ffpt_rind, lnam_refs"
lndare,29,26,26,0,3,0,False,"ffpt_rind, lnam_refs, status"
navlne,32,29,29,0,3,0,False,"ffpt_rind, lnam_refs, status"
bcnlat,47,41,41,0,6,0,False,"colour, ffpt_rind, lnam_refs, status, colpat, natcon"
isolatednode,10,10,10,0,0,0,True,
slogrd,34,28,28,0,6,0,False,"colour, natsur, ffpt_rind, lnam_refs, natcon, natqua"
connectednode,10,10,10,0,0,0,True,
buaare,34,32,32,0,2,0,False,"ffpt_rind, lnam_refs"
rivers,28,25,25,0,3,0,False,"ffpt_rind, lnam_refs, status"
admare,30,28,28,0,2,0,False,"ffpt_rind, lnam_refs"
seaare,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
cblare,32,28,28,0,4,0,False,"restrn, ffpt_rind, lnam_refs, status"
wattur,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
unsare,25,23,23,0,2,0,False,"ffpt_rind, lnam_refs"
cgusta,32,29,29,0,3,0,False,"ffpt_rind, lnam_refs, status"
achare,34,29,29,0,5,0,False,"restrn, ffpt_rind, lnam_refs, status, catach"
m_npub,25,23,23,0,2,0,False,"ffpt_rind, lnam_refs"
lndmrk,42,34,34,0,8,0,False,"colour, functn, ffpt_rind, lnam_refs, status, colpat, natcon, catlmk"
ctsare,32,29,29,0,3,0,False,"ffpt_rind, lnam_refs, status"
boylat,42,36,36,0,6,0,False,"colour, ffpt_rind, lnam_refs, status, colpat, natcon"
splare,31,27,27,0,4,0,False,"restrn, ffpt_rind, lnam_refs, status"
