layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
conzne,34,26,26,0,8,0,False,"status, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
magvar,33,26,26,0,7,0,False,"usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
bcnlat,52,41,41,0,11,0,False,"colour, usag, lnam_refs, status, name_rcnm, ffpt_rind, mask, ornt, colpat, name_rcid, natcon"
exezne,31,24,24,0,7,0,False,"usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
rtpbcn,44,36,36,0,8,0,False,"status, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
seaare,33,26,26,0,7,0,False,"usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
resare,39,29,29,0,10,0,False,"status, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, catrea, name_rcid, restrn"
m_npub,30,23,23,0,7,0,False,"usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
lndare,34,26,26,0,8,0,False,"status, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
fairwy,42,32,32,0,10,0,False,"status, usag, lnam_refs, quasou, name_rcnm, ffpt_rind, mask, ornt, name_rcid, restrn"
connectednode,10,10,10,0,0,0,True,
splare,36,27,27,0,9,0,False,"status, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid, restrn"
admare,35,28,28,0,7,0,False,"usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
rdocal,40,32,32,0,8,0,False,"status, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
lndrgn,36,26,26,0,10,0,False,"usag, lnam_refs, name_rcnm, ffpt_rind, mask, natqua, catlnd, ornt, natsur, name_rcid"
rivers,33,25,25,0,8,0,False,"status, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
lndelv,36,29,29,0,7,0,False,"usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
morfac,51,40,40,0,11,0,False,"colour, status, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, colpat, name_rcid, natcon"
rectrc,46,36,36,0,10,0,False,"status, usag, lnam_refs, quasou, name_rcnm, tecsou, ffpt_rind, mask, ornt, name_rcid"
bridge,49,38,38,0,11,0,False,"colour, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, colpat, name_rcid, natcon, catbrg"
ctsare,37,29,29,0,8,0,False,"status, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
ofsplf,48,35,35,0,13,0,False,"colour, status, usag, prodct, lnam_refs, catofp, name_rcnm, ffpt_rind, mask, ornt, colpat, name_rcid, natcon"
tsezne,34,26,26,0,8,0,False,"status, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
bcnspp,52,40,40,0,12,0,False,"colour, usag, lnam_refs, status, name_rcnm, ffpt_rind, mask, ornt, catspm, colpat, name_rcid, natcon"
boyspp,47,35,35,0,12,0,False,"colour, usag, lnam_refs, status, name_rcnm, ffpt_rind, mask, ornt, catspm, colpat, name_rcid, natcon"
cblsub,41,33,33,0,8,0,False,"status, usag, lnam_refs, name_rcnm, ffpt_rind, mask, ornt, name_rcid"
