layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
pipsol,39,34,34,0,5,0,False,"prodct, ffpt_rind, lnam_refs, status, catpip"
bridge,44,38,38,0,6,0,False,"colour, ffpt_rind, natcon, lnam_refs, colpat, catbrg"
tsezne,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
bcnlat,47,41,41,0,6,0,False,"colour, ffpt_rind, natcon, lnam_refs, status, colpat"
lndelv,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
m_qual,33,30,30,0,3,0,False,"lnam_refs, ffpt_rind, tecsou"
slcons,46,40,40,0,6,0,False,"colour, ffpt_rind, natcon, lnam_refs, status, colpat"
curent,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
face,10,10,10,0,0,0,True,
siltnk,43,36,36,0,7,0,False,"prodct, colour, ffpt_rind, natcon, lnam_refs, status, colpat"
lndare,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
ctsare,32,29,29,0,3,0,False,"lnam_refs, status, ffpt_rind"
connectednode,10,10,10,0,0,0,True,
rdocal,35,32,32,0,3,0,False,"lnam_refs, status, ffpt_rind"
pilpnt,38,34,34,0,4,0,False,"lnam_refs, colour, ffpt_rind, colpat"
conzne,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
slotop,37,31,31,0,6,0,False,"natsur, colour, ffpt_rind, natcon, lnam_refs, natqua"
achare,34,29,29,0,5,0,False,"restrn, ffpt_rind, lnam_refs, status, catach"
buisgl,42,35,35,0,7,0,False,"colour, ffpt_rind, natcon, functn, lnam_refs, status, colpat"
edge,22,22,22,0,0,0,True,
morfac,46,40,40,0,6,0,False,"colour, ffpt_rind, natcon, lnam_refs, status, colpat"
rectrc,41,36,36,0,5,0,False,"ffpt_rind, quasou, lnam_refs, status, tecsou"
boysaw,41,35,35,0,6,0,False,"colour, ffpt_rind, natcon, lnam_refs, status, colpat"
boyspp,42,35,35,0,7,0,False,"catspm, colour, ffpt_rind, natcon, lnam_refs, status, colpat"
pipare,34,28,28,0,6,0,False,"prodct, restrn, ffpt_rind, lnam_refs, status, catpip"
lndrgn,31,26,26,0,5,0,False,"catlnd, natsur, ffpt_rind, lnam_refs, natqua"
lakare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
canals,35,32,32,0,3,0,False,"lnam_refs, status, ffpt_rind"
depcnt,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
