layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
feryrt,38,30,30,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
coalne,40,32,32,0,8,0,False,"usag, colour, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
daymar,47,35,35,0,12,0,False,"usag, colour, mask, name_rcnm, lnam_refs, catspm, name_rcid, colpat, ffpt_rind, natcon, ornt, status"
resare,39,29,29,0,10,0,False,"usag, restrn, mask, name_rcnm, lnam_refs, catrea, ffpt_rind, name_rcid, ornt, status"
prcare,34,25,25,0,9,0,False,"usag, restrn, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
lndare,34,26,26,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
unsare,30,23,23,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
depcnt,33,26,26,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
navlne,37,29,29,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
admare,35,28,28,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
ctnare,34,27,27,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
pilpnt,43,34,34,0,9,0,False,"usag, colour, mask, name_rcnm, lnam_refs, colpat, ffpt_rind, name_rcid, ornt"
face,10,10,10,0,0,0,True,
lndelv,36,29,29,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
ctsare,37,29,29,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
cblohd,44,36,36,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
tesare,32,24,24,0,8,0,False,"usag, restrn, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
curent,36,29,29,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
tsslpt,36,27,27,0,9,0,False,"usag, restrn, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
m_covr,27,20,20,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
soundg,39,29,29,0,10,0,False,"usag, quasou, tecsou, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
dmpgrd,35,25,25,0,10,0,False,"usag, restrn, mask, name_rcnm, lnam_refs, ffpt_rind, catdpg, name_rcid, ornt, status"
airare,37,28,28,0,9,0,False,"usag, catair, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
edge,22,22,22,0,0,0,True,
conzne,34,26,26,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
ponton,43,34,34,0,9,0,False,"usag, mask, name_rcnm, lnam_refs, name_rcid, ffpt_rind, natcon, ornt, status"
m_qual,38,30,30,0,8,0,False,"usag, tecsou, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
ofsplf,48,35,35,0,13,0,False,"usag, colour, prodct, mask, name_rcnm, lnam_refs, name_rcid, colpat, catofp, ffpt_rind, natcon, ornt, status"
