attribute,spatialite,postgis,notes
PROP_COMPLETENESS_catbua,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_condtn,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_conrad,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_convis,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_dsid_dsnm,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ffpt_rind,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_fidn,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_grup,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_height,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_inform,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_lnam,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ninfom,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,227/246 (92.3%),227/246 (92.3%),Values Match (92.3%)
PROP_COMPLETENESS_ogc_fid,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_prim,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,246/246 (100.0%),246/246 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_txtdsc,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_veracc,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verdat,0/246 (0.0%),0/246 (0.0%),Values Match (0.0%)
